num_second_hand,link,district,area,house_name,address,avg_price,build_year,builder_type,builder,num_building,num_house
10,https://sz.lianjia.com/xiaoqu/2411062674846/,盐田区,沙头角,倚山花园二期,盐田区沙头角梧桐路1968号,50394,2004,板楼, 深圳拓劲房地产开发有限公司,2,484
0,https://sz.lianjia.com/xiaoqu/2420035385989625/,龙岗区,坪地,中骏云景府,龙岗区坪地深圳市龙岗区深汕公路与深汕高速交汇处中骏四季阳光旁,,2019,塔楼,暂无信息,3,481
4,https://sz.lianjia.com/xiaoqu/2411100842722/,龙岗区,龙岗宝荷,中信高尔夫别墅栖湖,龙岗区龙岗宝荷植物路 中信高尔夫别墅栖湖,74282,2005,塔板结合,中信深圳集团房地产开发有限公司,13,19
0,https://sz.lianjia.com/xiaoqu/2411063481678/,龙华区,上塘,御龙华庭,龙华区上塘龙华布龙路与简上路交汇处,,暂无信息,塔板结合,暂无资料,12,460
18,https://sz.lianjia.com/xiaoqu/2411051923994/,龙岗区,龙岗宝荷,御林,龙岗区龙岗宝荷植物园路125号,32925,2006,塔楼,深圳市绿色满庭芳实业发展有限公司,1,338
0,https://sz.lianjia.com/xiaoqu/24000000000201/,龙华区,上塘,海宁广场,龙华区上塘新区大道,,暂无信息,塔板结合,暂无信息,1,29
0,https://sz.lianjia.com/xiaoqu/24000000000754/,龙华区,民治,嘉熙业广场,龙华区民治深圳市龙华新区民治大道328号,,暂无信息,未知类型,暂无信息,1,18
17,https://sz.lianjia.com/xiaoqu/2411051982787/,南山区,西丽,桃源村一期,南山区西丽龙珠八路桃源村一期,67129,1997,塔楼/板楼/塔板结合,深圳市国土资源和房产管理局,70,3441
3,https://sz.lianjia.com/xiaoqu/2411049396058/,宝安区,西乡,绿海名苑,宝安区西乡西乡大道19号,60151,2005,塔楼,名居房地产有限公司,2,198
0,https://sz.lianjia.com/xiaoqu/2411062567425/,盐田区,沙头角,桥东新村东区,盐田区沙头角金融路61号,,1995,板楼,永泰雅居,8,171
18,https://sz.lianjia.com/xiaoqu/2411049297446/,宝安区,西乡,白金假日公寓,宝安区西乡海城路182号,86734,2007,塔楼,深圳市澎柏置地实业有限公司,1,747
3,https://sz.lianjia.com/xiaoqu/2411049528881/,宝安区,西乡,福中福花园二期,宝安区西乡新安六路10号,59557,2002,板楼/塔板结合,深圳市福中福房地产开发有限公司,15,694
36,https://sz.lianjia.com/xiaoqu/246992910103059/,龙岗区,坪地,恒裕嘉城,龙岗区坪地龙岗区赤石岗697号,39102,2016,塔板结合,深圳市恒裕实业（集团）有限公司,7,977
6,https://sz.lianjia.com/xiaoqu/2411051264501/,龙岗区,坪地,中航鼎尚华庭,龙岗区坪地吉祥路3号,26952,2008,塔板结合,深圳市中航地产发展有限公司,10,520
2,https://sz.lianjia.com/xiaoqu/2410479877237814/,龙岗区,坪地,柠檬时代,龙岗区坪地湖田路74号,28867,2005,板楼/塔板结合/平房,无开发商,6,329
10,https://sz.lianjia.com/xiaoqu/2414143004093814/,坪山区,坪山,天峦湖二期,坪山区坪山坪山新区比亚迪路转坪马线公路大山陂水库东侧,41291,2015,塔板结合,深圳市泰富华天峦湖置业有限公司,4,1000
8,https://sz.lianjia.com/xiaoqu/2411099549793/,坪山区,坪山,万科金域缇香二期,坪山区坪山行政五路,49867,2004,塔板结合,深圳市万科城市风景房地产开发有限公司,9,1842
0,https://sz.lianjia.com/xiaoqu/2420030726222343/,宝安区,石岩,田园阁,宝安区石岩阳台山庄114号,,暂无信息,未知类型,暂无信息,1,24
4,https://sz.lianjia.com/xiaoqu/2411100713575/,宝安区,石岩,宏发世纪城二期,宝安区石岩宝安区石岩街道,57873,2014,塔楼/塔板结合,深圳市宏发房地产开发有限公司,7,1515
0,https://sz.lianjia.com/xiaoqu/2411100449653/,龙岗区,龙岗双龙,汇峰轩,龙岗区龙岗双龙龙 岗 区龙 岗路与深惠路交汇处东侧南联村,,暂无信息,塔板结合,深圳市榕江实业有限公司,1,32
35,https://sz.lianjia.com/xiaoqu/2414148906267129/,坪山区,坪山,奥园翡翠东湾,坪山区坪山深圳市坪山新区坪山街道创景路与金牛东路交汇处,35593,2009,塔板结合,中国奥园地产集团有限公司,15,2261
0,https://sz.lianjia.com/xiaoqu/2420025030050622/,龙华区,民治,1970文化创意产业园,龙华区民治平安路文化创意产业园,,暂无信息,塔板结合,暂无信息,2,3
0,https://sz.lianjia.com/xiaoqu/2411051936266/,南山区,西丽,丽苑村,南山区西丽沙河西路32,,2000,塔楼/板楼,深圳市南山区南山实业公司,10,101
6,https://sz.lianjia.com/xiaoqu/2411099452980/,龙华区,民治,世纪春城三期6号地,龙华区民治民福路东侧,54906,2006,塔板结合,深圳恒安房地产开发有限公司,1,167
2,https://sz.lianjia.com/xiaoqu/2413918357196123/,大鹏新区,大鹏半岛,金海滩,大鹏新区大鹏半岛深葵路1024号,40827,2003,塔板结合,暂无信息,3,55
5,https://sz.lianjia.com/xiaoqu/2411062549067/,盐田区,盐田港,星港名苑,盐田区盐田港北山道125号,32947,2004,塔板结合,深圳市嘉信福实业发展有限公司,2,92
5,https://sz.lianjia.com/xiaoqu/2411049494947/,宝安区,西乡,金海华府,宝安区西乡新安四路一巷1号,68315,2008,塔板结合,深圳市港城豪庭实业发展有限公司,6,1012
12,https://sz.lianjia.com/xiaoqu/2411049341875/,宝安区,西乡,兴华花园,宝安区西乡宝安大道4001号,43347,1995,塔板结合,深圳市夏联物业管理有限公司,8,445
11,https://sz.lianjia.com/xiaoqu/2411049079059/,宝安区,西乡,锦明花园,宝安区西乡银田路43号,63038,2001,塔板结合,深圳市锦新明实业有限公司,9,509
4,https://sz.lianjia.com/xiaoqu/2411063555896/,宝安区,西乡,领航城领丽花园,宝安区西乡宝安区西乡街道,61534,2014,塔板结合,深圳机场地产有限公司,3,478
7,https://sz.lianjia.com/xiaoqu/2411049185587/,宝安区,西乡,中粮鸿云,宝安区西乡宝安大道4001-51号,58843,2010,塔板结合,中粮集团,4,460
13,https://sz.lianjia.com/xiaoqu/2411062529299/,盐田区,盐田港,和亨中心广场,盐田区盐田港盐田北四街1号,38152,2002,塔板结合,深圳市创建业实业有限公司,5,692
20,https://sz.lianjia.com/xiaoqu/246985969577000/,盐田区,盐田港,港城蓝山雅园,盐田区盐田港盐田盐田港中青一路与永安路交汇（中海半山溪谷东北侧）,48594,2015,塔板结合,深圳市港城建业房地产开发有限公司,4,496
2,https://sz.lianjia.com/xiaoqu/2411910365064467/,盐田区,盐田港,黄必围,"盐田区盐田港北山道128-3, 黄必围47号",32802,1994,塔板结合,河北康多提投资有限公司,3,186
2,https://sz.lianjia.com/xiaoqu/2420031730114485/,龙岗区,龙岗双龙,丽湾酒店,龙岗区龙岗双龙中心城新生路1号,21440,2005,塔板结合,四金房产,1,364
4,https://sz.lianjia.com/xiaoqu/2411063568464/,盐田区,盐田港,云顶道,盐田区盐田港中青一路深圳外国语学校高中部旁,76942,2013,板楼,深圳市鹏广达集团有限公司,1,56
5,https://sz.lianjia.com/xiaoqu/24000000000940/,龙岗区,龙岗双龙,深房翠林苑,龙岗区龙岗双龙广东省深圳市龙岗区龙凤路,37038,2018,板楼,暂无信息,3,31
0,https://sz.lianjia.com/xiaoqu/2411703117164372/,盐田区,沙头角,沙头角工人生活一所,盐田区沙头角井头南街18号,47446,1995,板楼/塔板结合,开发区建设集团建设开发分公司开发,3,264
0,https://sz.lianjia.com/xiaoqu/2420030719928200/,坪山区,坪山,同德居,坪山区坪山燕子岭四路7号,,暂无信息,板楼,暂无信息,2,406
0,https://sz.lianjia.com/xiaoqu/2420030731472456/,坪山区,坪山,燕子岭生活区,坪山区坪山荔景南路燕子岭生活区,,暂无信息,板楼,暂无信息,6,1662
0,https://sz.lianjia.com/xiaoqu/2411099521846/,坪山区,坪山,竹韵花园,坪山区坪山坪山街道创景路东面竹岭三路北面,,1998,塔板结合,暂无资料,14,2277
0,https://sz.lianjia.com/xiaoqu/2411051918376/,坪山区,坪山,正山商业大厦,坪山区坪山甲片路34,,暂无信息,塔楼,暂无信息,1,120
0,https://sz.lianjia.com/xiaoqu/2420030768173016/,坪山区,坪山,溢丰楼,坪山区坪山人民西路138号,,暂无信息,塔板结合,暂无信息,1,84
34,https://sz.lianjia.com/xiaoqu/2411062673763/,大鹏新区,大鹏半岛,海语山林,大鹏新区大鹏半岛葵政西路23号,29534,2009,塔板结合,深圳市承翰投资开发有限公司,9,793
5,https://sz.lianjia.com/xiaoqu/2411050559906/,南山区,西丽,龙福苑,南山区西丽龙珠大道36,64211,2005,板楼/平房,深圳市龙岗南龙实业有限公司,4,108
33,https://sz.lianjia.com/xiaoqu/246985921342987/,大鹏新区,大鹏半岛,PURE33璞岸,大鹏新区大鹏半岛大鹏山庄东区15号,35462,2008,塔楼/塔板结合,深圳市嘉霖集团有限公司,10,1079
4,https://sz.lianjia.com/xiaoqu/2411051949417/,南山区,西丽,众冠花园,南山区西丽留仙大道1311号,61025,1999,塔楼/板楼/塔板结合,深圳市众冠股份有限公司,10,368
0,https://sz.lianjia.com/xiaoqu/2413351644573968/,宝安区,西乡,宝源华丰总部经济大厦,宝安区西乡西乡大道288号,,暂无信息,塔板结合,暂无信息,1,156
6,https://sz.lianjia.com/xiaoqu/2411099642644/,宝安区,西乡,颐合花园,宝安区西乡怡园路东三巷5号,44217,1998,塔板结合,天津颐合花园投资有限公司,4,198
0,https://sz.lianjia.com/xiaoqu/2412539230170523/,宝安区,西乡,凤凰阁,宝安区西乡凤凰岗路55号,,2008,塔板结合,北京幸福凤凰置业有限公司,2,207
0,https://sz.lianjia.com/xiaoqu/2411049085083/,宝安区,西乡,雅庭苑,"宝安区西乡华胜实验学校对面,宝安大道旁",,2004,平房,中山市泰立房地产有限公司,11,976
0,https://sz.lianjia.com/xiaoqu/249183752892006/,宝安区,西乡,轻铁花园,"宝安区西乡广东省深圳市宝安区, 西乡麻布村",,暂无信息,平房,暂无信息,1,12
0,https://sz.lianjia.com/xiaoqu/2411049232681/,宝安区,西乡,中熙ECO国际,宝安区西乡宝安区前进二路与铁岗水库路交汇处,,2014,塔楼/塔板结合,暂无资料,2,792
0,https://sz.lianjia.com/xiaoqu/2411049107882/,宝安区,西乡,西乡安居花园,宝安区西乡西乡街道宝安大道与航城大道交汇处,,暂无信息,板楼,暂无信息,5,756
0,https://sz.lianjia.com/xiaoqu/2410134709350519/,宝安区,西乡,新城广场大厦,"宝安区西乡宝民二路107, 西乡镇广深公路北侧（八十区）",23781,1995,板楼,新城物业,1,42
0,https://sz.lianjia.com/xiaoqu/2414619523427588/,宝安区,西乡,宝润材料装饰城,宝安区西乡西乡建安二路,,暂无信息,塔板结合,暂无信息,1,1
6,https://sz.lianjia.com/xiaoqu/2411063730364/,宝安区,西乡,新安市场,宝安区西乡西乡大道307号,47667,1992,塔板结合,无开发商,4,363
17,https://sz.lianjia.com/xiaoqu/2414401858973708/,宝安区,西乡,万菱new寓,宝安区西乡宝安区广深公路西乡段459号,47335,2014,塔楼,万菱实业（深圳）有限公司,1,244
5,https://sz.lianjia.com/xiaoqu/2411099576362/,宝安区,西乡,怡翠花园,宝安区西乡广深路西乡段146号,43852,1993,塔板结合,无开发商,6,72
0,https://sz.lianjia.com/xiaoqu/247648125922604/,盐田区,沙头角,梅花楼,盐田区沙头角金融路66号,42130,1986,板楼/塔板结合,暂无资料,6,144
11,https://sz.lianjia.com/xiaoqu/2413507857756725/,坪山区,坪山,八克拉,坪山区坪山金牛西路12号,19458,2007,塔板结合, 陕西亿润经贸有限公司 ,1,208
16,https://sz.lianjia.com/xiaoqu/2411049181508/,宝安区,西乡,中粮澜山,宝安区西乡西乡大道28号,67150,2009,板楼,中粮地产(集团)股份有限公司,37,580
0,https://sz.lianjia.com/xiaoqu/2414443733616995/,盐田区,沙头角,盐田公安园林路住宅楼,盐田区沙头角罗沙路1050-2号,32290,暂无信息,塔板结合,暂无信息,1,7
0,https://sz.lianjia.com/xiaoqu/2411062640451/,盐田区,沙头角,深盐路3047号,盐田区沙头角深盐路3047号,,暂无信息,板楼/塔板结合,暂无信息,3,124
3,https://sz.lianjia.com/xiaoqu/2413696420294428/,盐田区,沙头角,东埔海景花园一期,盐田区沙头角金融路1号,55418,1998,塔板结合,深圳市东埔实业集团有限公司,6,352
0,https://sz.lianjia.com/xiaoqu/2414826178097519/,盐田区,沙头角,沙头角桥东街13号,盐田区沙头角桥东街13,,暂无信息,塔板结合,暂无信息,1,1
0,https://sz.lianjia.com/xiaoqu/2414097875504180/,盐田区,沙头角,C座商住楼,盐田区沙头角金融路82号,,1998,塔板结合,莲塘房地产开发商,1,24
1,https://sz.lianjia.com/xiaoqu/2420036281767683/,盐田区,沙头角,海港花园别墅,盐田区沙头角环城路海港花园别墅,52742,2001,塔楼,利海集团,1,1
1,https://sz.lianjia.com/xiaoqu/2411062602338/,盐田区,沙头角,山海园林,盐田区沙头角园林路16号,44790,1998,塔板结合,暂无资料,1,60
0,https://sz.lianjia.com/xiaoqu/2414826494242341/,盐田区,沙头角,梧桐山花园住宅,盐田区沙头角向园路5-1号,36191,2003,塔板结合,暂无信息,1,91
0,https://sz.lianjia.com/xiaoqu/2413908682223204/,盐田区,沙头角,干部职工宿舍,盐田区沙头角恩上二街,49214,1991,板楼/塔板结合,众开集团,4,36
0,https://sz.lianjia.com/xiaoqu/2410141270027285/,盐田区,沙头角,桥东新村西区,盐田区沙头角广东省深圳市盐田区,46094,1988,板楼/塔板结合,北京西路开发商,5,74
0,https://sz.lianjia.com/xiaoqu/2411062644648/,盐田区,沙头角,田心街12号,盐田区沙头角田心街12号,,暂无信息,塔板结合,暂无信息,6,76
0,https://sz.lianjia.com/xiaoqu/249680897453623/,盐田区,沙头角,壹海中心,"盐田区沙头角马庙街7号, 深盐路2039, 深盐路2039南门",36889,1999,板楼,无开发商,1,215
0,https://sz.lianjia.com/xiaoqu/2411062607076/,盐田区,沙头角,恩上村商住楼,盐田区沙头角恩上路,,1986,塔板结合,国安局自己承建 ,2,62
0,https://sz.lianjia.com/xiaoqu/2411062513195/,盐田区,沙头角,大王巷,盐田区沙头角大王巷1号、3号、5号,,暂无信息,未知类型,暂无信息,3,42
1,https://sz.lianjia.com/xiaoqu/2411062588191/,盐田区,沙头角,海山居,盐田区沙头角海山路16号,42742,2000,塔板结合,深圳荣津房地产开发有限公司,8,160
0,https://sz.lianjia.com/xiaoqu/2412835362976464/,盐田区,沙头角,东顺公司单身公寓,盐田区沙头角园林路68号,,暂无信息,塔板结合,暂无信息,1,42
1,https://sz.lianjia.com/xiaoqu/2411100692437/,盐田区,沙头角,三十六小区,盐田区沙头角沙 头角梧桐路36小区,37057,1996,塔板结合,三十六实业,5,176
0,https://sz.lianjia.com/xiaoqu/2411454698762313/,宝安区,西乡,优可LOFT公寓,宝安区西乡银田路29号,,暂无信息,塔板结合,暂无信息,1,64
0,https://sz.lianjia.com/xiaoqu/2411049572465/,宝安区,西乡,河东骏丰园,宝安区西乡西 乡 街 道 河 东 路 河 东新村,,2010,塔楼,河东建委,4,448
0,https://sz.lianjia.com/xiaoqu/2411049104733/,宝安区,西乡,汇庭居,宝安区西乡宝安大道5005,,暂无信息,塔板结合,暂无信息,11,562
0,https://sz.lianjia.com/xiaoqu/2411049020730/,宝安区,西乡,共乐华庭,宝安区西乡新湾路116号,21174,2010,塔板结合,暂无资料,4,496
0,https://sz.lianjia.com/xiaoqu/2420025913106412/,宝安区,西乡,达利花园,宝安区西乡利达路达利花园,,暂无信息,未知类型,暂无信息,19,224
0,https://sz.lianjia.com/xiaoqu/2411099615073/,宝安区,西乡,富东花园,"宝安区西乡流塘路与建安路交,流塘人人乐对面",,暂无信息,塔板结合,暂无信息,1,10
0,https://sz.lianjia.com/xiaoqu/2420031109052061/,宝安区,西乡,冠寓（固戍地铁站店）,宝安区西乡固戍二路万力华工业园B座,,暂无信息,板楼,暂无信息,1,228
0,https://sz.lianjia.com/xiaoqu/2410744501121830/,宝安区,西乡,荔景花园,宝安区西乡建安二路259号,,暂无信息,塔板结合,暂无信息,1,1
0,https://sz.lianjia.com/xiaoqu/246967296798933/,宝安区,西乡,源和苑,宝安区西乡宝源路污水处理厂西向斜对面,,暂无信息,塔楼,深圳市天健房地产开发实业有限公司,1,1
0,https://sz.lianjia.com/xiaoqu/24000000000467/,宝安区,西乡,华盛泰科技大厦,宝安区西乡深圳市宝安航空路15路,,暂无信息,塔楼,暂无信息,1,68
0,https://sz.lianjia.com/xiaoqu/2412156176968778/,盐田区,沙头角,田东综合楼,盐田区沙头角盐田区,,暂无信息,板楼,暂无信息,1,2
0,https://sz.lianjia.com/xiaoqu/2411065405747455/,盐田区,沙头角,海鹏种养场,盐田区沙头角梧桐路2055号,,暂无信息,塔板结合,暂无信息,1,8
0,https://sz.lianjia.com/xiaoqu/2411049497557/,宝安区,西乡,龙珠花园,宝安区西乡龙吟二路191号,,暂无信息,塔板结合,暂无信息,31,720
0,https://sz.lianjia.com/xiaoqu/2420035411147530/,宝安区,西乡,Open Mall-禧食街,宝安区西乡深圳市宝安固戍一路与红湾路交汇处,,2019,塔楼,深圳市尖莎咀上和房地产开发有限公司,1,104
0,https://sz.lianjia.com/xiaoqu/2410752019411358/,盐田区,沙头角,金融路60号,盐田区沙头角深圳市盐田区沙头角,,暂无信息,板楼,暂无信息,1,1
0,https://sz.lianjia.com/xiaoqu/2413125737786998/,盐田区,沙头角,广告公司住宅楼,盐田区沙头角恩上路,,暂无信息,塔板结合,暂无信息,3,42
0,https://sz.lianjia.com/xiaoqu/2411062513199/,盐田区,沙头角,大兴巷,盐田区沙头角大 兴巷1号、大 兴巷5号,,暂无信息,塔板结合,暂无信息,2,12
0,https://sz.lianjia.com/xiaoqu/2414369184843866/,宝安区,西乡,海洋公寓,宝安区西乡固戍一路123号,,暂无信息,塔板结合,暂无信息,1,15
0,https://sz.lianjia.com/xiaoqu/2411062556736/,盐田区,沙头角,金融路57号,盐田区沙头角金融路57,,暂无信息,塔板结合,暂无信息,1,12
0,https://sz.lianjia.com/xiaoqu/2410813131992923/,盐田区,沙头角,田心东路64号环卫楼,盐田区沙头角田心东路64号,,1995,塔板结合,城开集团,1,15
0,https://sz.lianjia.com/xiaoqu/2412834226058225/,盐田区,沙头角,沙井头村尾楼,盐田区沙头角井头西街27-15号,,暂无信息,塔板结合,暂无信息,1,12
1,https://sz.lianjia.com/xiaoqu/2411062586993/,盐田区,沙头角,晒鱼坝住宅,"盐田区沙头角桥东街1,3,5,7号",39966,1986,板楼/塔板结合, 重庆汇东房地产开发有限公司,5,69
0,https://sz.lianjia.com/xiaoqu/2414150809432339/,盐田区,沙头角,十八小区项目,盐田区沙头角深圳市盐田区沙头角街道沙深路西侧,,2000,板楼,暂无信息,1,128
0,https://sz.lianjia.com/xiaoqu/2420030812209972/,盐田区,沙头角,海山一巷11号,盐田区沙头角海山路海山一巷11号,,暂无信息,塔板结合,暂无信息,1,72
0,https://sz.lianjia.com/xiaoqu/2414150878922901/,盐田区,沙头角,四季名门雅居,盐田区沙头角盐田区盐田港后方陆域明珠大道东北，和亨城市广场西北,,2007,塔板结合,暂无信息,1,157
2,https://sz.lianjia.com/xiaoqu/2414549540941733/,盐田区,沙头角,恩上路一巷11号,盐田区沙头角恩上路一巷11号,38974,1989,塔板结合, 重庆汇东房地产开发有限公司,1,62
0,https://sz.lianjia.com/xiaoqu/2413334913756232/,盐田区,沙头角,沙中教师宿舍楼,盐田区沙头角沙盐路3021号,,1999,塔板结合,开发区建设集团建设开发分公司开发,1,18
4,https://sz.lianjia.com/xiaoqu/2411063601498/,盐田区,沙头角,天丰公寓,盐田区沙头角深沙路勤工南街7号,41471,1992,塔板结合,无开发商,3,120
0,https://sz.lianjia.com/xiaoqu/2411062580983/,盐田区,沙头角,椿华楼,盐田区沙头角梧桐路1990号,,2000,塔板结合,暂无信息,2,160
0,https://sz.lianjia.com/xiaoqu/2411062625853/,盐田区,沙头角,七村集资楼,盐田区沙头角梧桐路,,暂无信息,塔板结合,暂无信息,4,248
0,https://sz.lianjia.com/xiaoqu/2411062604423/,盐田区,沙头角,云汉路8号,盐田区沙头角云汉路8号,,暂无信息,塔板结合,暂无信息,1,24
1,https://sz.lianjia.com/xiaoqu/2411062602339/,盐田区,沙头角,桐海雅庭,盐田区沙头角梧桐云深路10号,40196,2007,塔板结合,暂无资料,1,48
0,https://sz.lianjia.com/xiaoqu/2411062602578/,盐田区,沙头角,园林路8号,盐田区沙头角园林路8号,,1998,塔板结合,暂无信息,1,72
0,https://sz.lianjia.com/xiaoqu/246946750476987/,宝安区,西乡,航城星座公馆,宝安区西乡宝安西乡广深高速旁,,2016,未知类型,华银通宝投资有限公司,1,44
0,https://sz.lianjia.com/xiaoqu/2413443627233296/,宝安区,西乡,宝雅苑,宝安区西乡锦花路177号,,暂无信息,塔板结合,暂无信息,1,18
0,https://sz.lianjia.com/xiaoqu/2420020403201203/,盐田区,沙头角,商贸宿舍,盐田区沙头角金融路98号,,暂无信息,板楼,暂无信息,1,12
0,https://sz.lianjia.com/xiaoqu/2420025944561323/,宝安区,西乡,中大华安大厦,宝安区西乡前进二路中大华安大厦,,暂无信息,塔板结合,暂无信息,1,1
0,https://sz.lianjia.com/xiaoqu/2411049519863/,宝安区,西乡,东方雅苑,宝安区西乡宝民二路182号,,2001,塔板结合,深圳市鸿威房地产开发有限公司,4,278
0,https://sz.lianjia.com/xiaoqu/2412176215518749/,宝安区,西乡,聚福楼,宝安区西乡凤凰岗路55号,,暂无信息,塔板结合,暂无信息,1,28
0,https://sz.lianjia.com/xiaoqu/2420030725169992/,宝安区,西乡,福安居,宝安区西乡西乡固戍海滨新村文昌路46号,,暂无信息,未知类型,暂无信息,1,70
0,https://sz.lianjia.com/xiaoqu/2415028074065573/,宝安区,西乡,盐田股份综合楼,宝安区西乡金海路3号,38456,暂无信息,塔板结合,暂无信息,1,42
0,https://sz.lianjia.com/xiaoqu/2413877033054648/,宝安区,西乡,云立方公寓,宝安区西乡黄田路1号,,暂无信息,塔板结合,暂无信息,1,245
2,https://sz.lianjia.com/xiaoqu/2411062513167/,盐田区,沙头角,创意大厦,盐田区沙头角沙头街1号,43823,1999,塔楼,北京盈创创宏置业有限公司,1,110
1,https://sz.lianjia.com/xiaoqu/2414148253027371/,宝安区,西乡,满京华云晓公馆,宝安区西乡宝安区西乡片区黄田村107国道俊景园北侧,54690,2017,塔板结合,深圳市万博仕科技有限公司,5,695
4,https://sz.lianjia.com/xiaoqu/2411062602161/,盐田区,沙头角,宝桐居,盐田区沙头角梧桐路2118号,43556,2008,塔板结合,深圳市沙栏吓村股份合作公司,1,60
6,https://sz.lianjia.com/xiaoqu/2411062588104/,盐田区,沙头角,海都花园,盐田区沙头角深盐路2122号,36362,1997,塔板结合,深圳市龙岗德兴房地产开发有限公司,1,193
2,https://sz.lianjia.com/xiaoqu/2411062513722/,盐田区,沙头角,太平洋小区,盐田区沙头角金融路52号,46424,1988,塔板结合,暂无资料,6,452
2,https://sz.lianjia.com/xiaoqu/2411062513680/,盐田区,沙头角,诗宁里小区,盐田区沙头角官下路2号,51062,1984,板楼/塔板结合,深圳市东埔实业集团有限公司,16,449
1,https://sz.lianjia.com/xiaoqu/2410141270027896/,盐田区,沙头角,深盐商住楼,盐田区沙头角深圳盐田区,47747,1985,塔楼/塔板结合,福建新新集团,2,61
0,https://sz.lianjia.com/xiaoqu/2411062602198/,盐田区,沙头角,翠景苑,盐田区沙头角海关园林路1号,52547,1998,塔板结合,暂无资料,4,192
0,https://sz.lianjia.com/xiaoqu/2411062513344/,盐田区,沙头角,东和海韵园,盐田区沙头角碧海路14号,51014,2002,塔板结合,深圳市东和房地产开发有限公司,5,257
1,https://sz.lianjia.com/xiaoqu/2412380528194535/,盐田区,沙头角,保税区一生活区,盐田区沙头角梧桐路2001号,43652,1996,塔板结合,石家庄保润投资有限公司,1,15
2,https://sz.lianjia.com/xiaoqu/2411062672689/,盐田区,沙头角,沙头角保税区第三工人生活区,盐田区沙头角深盐路2116号,45651,1990,平房,上海平土实业有限公司,4,56
4,https://sz.lianjia.com/xiaoqu/2412924916870279/,盐田区,沙头角,山海梧桐,盐田区沙头角罗沙路1050号,46932,1991,塔板结合,高立,1,91
0,https://sz.lianjia.com/xiaoqu/2411062602506/,盐田区,沙头角,元墩头市场公变,盐田区沙头角园林路20号,,1998,塔板结合,暂无信息,2,70
1,https://sz.lianjia.com/xiaoqu/2420035074249577/,盐田区,沙头角,供电局综合楼,盐田区沙头角海龙路2号,38424,1993,平房,上海华自房地产发展有限公司,1,9
0,https://sz.lianjia.com/xiaoqu/2411062567808/,盐田区,沙头角,金融路65号,盐田区沙头角金融路65号,,暂无信息,塔板结合,暂无信息,1,12
0,https://sz.lianjia.com/xiaoqu/2411062566979/,盐田区,沙头角,金融路59号,盐田区沙头角金融路59号,,暂无信息,塔板结合,暂无信息,1,12
0,https://sz.lianjia.com/xiaoqu/2411062589162/,盐田区,沙头角,桥头街,盐田区沙头角桥头街1号、3号,,1998,塔板结合,暂无信息,2,12
0,https://sz.lianjia.com/xiaoqu/2411062643815/,盐田区,沙头角,田心东路76号,盐田区沙头角田心东路76号,,1994,塔板结合,北京纳士塔置业有限公司,1,48
0,https://sz.lianjia.com/xiaoqu/2411062576800/,盐田区,沙头角,径口村,盐田区沙头角罗沙路,,1970,塔板结合,暂无信息,2,56
0,https://sz.lianjia.com/xiaoqu/2411062567743/,盐田区,沙头角,金融路63号,盐田区沙头角金融路63号,,暂无信息,塔板结合,暂无信息,1,12
0,https://sz.lianjia.com/xiaoqu/2411062646053/,盐田区,沙头角,元墩西街2号,盐田区沙头角元墩西街2号,,暂无信息,平房,暂无信息,2,48
3,https://sz.lianjia.com/xiaoqu/2410121433592440/,盐田区,沙头角,海港大厦,盐田区沙头角深盐路1289号,17575,1989,塔楼,暂无资料,1,720
0,https://sz.lianjia.com/xiaoqu/2411062605854/,盐田区,沙头角,暗径西村11号,盐田区沙头角暗径西村11号,,暂无信息,塔板结合,暂无信息,1,24
6,https://sz.lianjia.com/xiaoqu/2411062929971/,盐田区,沙头角,蓝郡左岸,盐田区沙头角海景二路与东和路交汇处北侧,77509,2007,塔板结合,深圳市东埔实业集团有限公司,4,429
0,https://sz.lianjia.com/xiaoqu/2411062643058/,盐田区,沙头角,田心东路48号,盐田区沙头角田心东路48号,,暂无信息,塔板结合,暂无信息,3,45
0,https://sz.lianjia.com/xiaoqu/2415184662661229/,盐田区,沙头角,水务沙头角综合楼,盐田区沙头角园林路31号,,暂无信息,塔板结合,暂无信息,1,42
0,https://sz.lianjia.com/xiaoqu/2410936847970797/,盐田区,沙头角,沙鑫楼,盐田区沙头角深盐路与香径南街交叉口,,暂无信息,塔板结合,暂无信息,1,6
0,https://sz.lianjia.com/xiaoqu/2415048777174638/,盐田区,沙头角,沙头角免税公司宿舍,盐田区沙头角盐田区深沙路,,暂无信息,塔板结合,暂无信息,1,5
0,https://sz.lianjia.com/xiaoqu/2411049395136/,宝安区,西乡,人人乐小区,宝安区西乡锦花路34号,,暂无信息,塔楼,暂无信息,2,133
0,https://sz.lianjia.com/xiaoqu/2420023869802099/,盐田区,沙头角,恩上路65号,盐田区沙头角恩上路65号,,暂无信息,塔板结合,暂无信息,1,14
0,https://sz.lianjia.com/xiaoqu/2420023879238237/,盐田区,沙头角,家属宿舍,盐田区沙头角梧桐路2177,,暂无信息,塔板结合,暂无信息,1,21
0,https://sz.lianjia.com/xiaoqu/2420030718889271/,宝安区,西乡,東山得宝楼,宝安区西乡朱坳路朱坳,,2015,未知类型,暂无信息,2,910
0,https://sz.lianjia.com/xiaoqu/2411049079568/,宝安区,西乡,光电研发大厦,宝安区西乡航城大道,,2009,塔板结合,深圳矽感光电有限公司,4,590
