num_second_hand,link,district,area,house_name,address,avg_price,build_year,builder_type,builder,num_building,num_house
0,https://sz.lianjia.com/xiaoqu/2411426040917756/,南山区,红树湾,沙河高尔夫别墅,南山区红树湾沙河东路,206629,1998,板楼,沙河置业公司,3,7
9,https://sz.lianjia.com/xiaoqu/2411049950885/,南山区,红树湾,世纪村三期,南山区红树湾沙河东路118号,85037,2003,塔楼,沙河实业股份有限公司,4,211
26,https://sz.lianjia.com/xiaoqu/2411048874784/,南山区,红树湾,京基御景东方,南山区红树湾白石路168号,118314,2006,塔楼/板楼/塔板结合,深圳市京基房地产开发有限公司,15,943
1,https://sz.lianjia.com/xiaoqu/2411049769704/,南山区,红树湾,汇雅苑,南山区红树湾石洲北街16号,100333,1998,塔板结合,深圳南油房地产有限公司,7,190
18,https://sz.lianjia.com/xiaoqu/2411049951149/,南山区,红树湾,世纪村四期,南山区红树湾沙河东路118号,95882,1998,塔楼/塔板结合,沙河实业股份有限公司,5,612
26,https://sz.lianjia.com/xiaoqu/247488086225629/,南山区,红树湾,国际市长交流中心,南山区红树湾石洲中路55号,55005,2004,塔楼,深圳市金晖房地产有限公司,1,504
17,https://sz.lianjia.com/xiaoqu/2411049763767/,南山区,红树湾,美庐锦园,南山区红树湾石洲中路25号,85082,2001,塔板结合,深圳市天蔚实业有限公司,5,454
8,https://sz.lianjia.com/xiaoqu/2411049950323/,南山区,红树湾,世纪村二期,南山区红树湾沙河东路118号,98987,2002,塔楼,沙河实业股份有限公司,9,592
8,https://sz.lianjia.com/xiaoqu/2411048897306/,南山区,红树湾,汀兰鹭榭花园,南山区红树湾白石三道8号,167411,2004,板楼/塔板结合,深圳市东部开发（集团）有限公司,17,673
15,https://sz.lianjia.com/xiaoqu/2411049950134/,南山区,红树湾,世纪村一期,南山区红树湾沙河东路118号,93425,2001,塔楼,沙河实业股份有限公司,5,428
42,https://sz.lianjia.com/xiaoqu/2411049784546/,南山区,红树湾,中信红树湾北区,南山区红树湾白石二道7号,121985,2007,塔楼/板楼,深圳中信房地产开发有限公司,11,1454
51,https://sz.lianjia.com/xiaoqu/2411049771756/,南山区,红树湾,百仕达红树西岸,南山区红树湾深湾一路3号,149355,2005,塔楼/板楼,深圳市百仕达实业有限公司,3,1555
3,https://sz.lianjia.com/xiaoqu/2411100579440/,南山区,华侨城,荔枝苑,南山区华侨城中新街2号,72529,1989,塔板结合,深圳华侨城房地产有限公司,7,433
19,https://sz.lianjia.com/xiaoqu/2411049783963/,南山区,红树湾,中信红树湾南区,南山区红树湾白石二道7号,137321,2005,塔楼/板楼/平房,深圳中信红树湾房地产有限公司,13,1348
8,https://sz.lianjia.com/xiaoqu/2411048869734/,南山区,华侨城,东组团,南山区华侨城光华街44号,70876,1987,塔板结合,华侨城房地产开发有限公司,27,1152
6,https://sz.lianjia.com/xiaoqu/248049918751273/,南山区,华侨城,波托菲诺侨香诺园,南山区华侨城侨北二街9号,104292,2008,板楼/塔板结合,深圳市荣超房地产开发有限公司,3,218
2,https://sz.lianjia.com/xiaoqu/2411100578448/,南山区,华侨城,波托菲诺纯水岸十六期,南山区华侨城华侨城香山中街1号,150203,2013,塔板结合,深圳华侨城房地产有限公司,1,112
6,https://sz.lianjia.com/xiaoqu/2411048876768/,南山区,华侨城,荔园新村(杜鹃山西街),南山区华侨城潮州西街8号,73123,1993,塔板结合,沙河实业股份有限公司,17,831
15,https://sz.lianjia.com/xiaoqu/2411100072201/,南山区,华侨城,波托菲诺纯水岸十五期,南山区华侨城香山中街1号,155979,2012,塔板结合,深圳华侨城房地产有限公司,5,501
13,https://sz.lianjia.com/xiaoqu/2411048890422/,南山区,华侨城,波托菲诺纯水岸七期,南山区华侨城香山中街1号,131690,2008,塔板结合,深圳华侨城房地产有限公司,3,346
8,https://sz.lianjia.com/xiaoqu/2411100820902/,南山区,华侨城,康佳苑,南山区华侨城汕头街8号,70699,1995,塔板结合,华侨城房地产有限公司,3,442
5,https://sz.lianjia.com/xiaoqu/2411048910744/,南山区,华侨城,中新街社区,南山区华侨城中新街2号,73861,1981,板楼/塔板结合,华侨城房地产开发有限公司,32,1134
5,https://sz.lianjia.com/xiaoqu/2418136340377893/,南山区,华侨城,香山美墅二期,南山区华侨城南山华侨城文化创意园香山西街,134239,2014,板楼, 陕西亿润经贸有限公司 ,6,136
10,https://sz.lianjia.com/xiaoqu/249822290325274/,南山区,华侨城,波托菲诺纯水岸一期,南山区华侨城香山中街1号,147078,1999,塔板结合,深圳华侨城房地产有限公司,15,477
4,https://sz.lianjia.com/xiaoqu/246924429439600/,南山区,华侨城,佛山街,南山区华侨城深南大道与华侨西街交汇处,71387,1990,塔板结合,深圳华侨城房地产有限公司,5,231
13,https://sz.lianjia.com/xiaoqu/2420022061391264/,南山区,华侨城,锦绣花园二期,南山区华侨城深南大道9002号,83751,1999,塔板结合,华侨城房地产开发有限公司,5,720
12,https://sz.lianjia.com/xiaoqu/2420021181325628/,南山区,华侨城,新天鹅堡,南山区华侨城深圳市南山区华侨城天鹅湖北部,175019,2016,板楼,深圳华侨城房地产有限公司,5,913
27,https://sz.lianjia.com/xiaoqu/2411048873379/,南山区,华侨城,世界花园,南山区华侨城侨城西街9号,65341,1996,塔楼/板楼,深圳世界花园房地产发展有限公司,28,1513
15,https://sz.lianjia.com/xiaoqu/2411063648498/,南山区,华侨城,海景花园,南山区华侨城光侨街103号,69961,1992,塔板结合,华侨城房地产开发有限公司,4,768
10,https://sz.lianjia.com/xiaoqu/2411062851088/,南山区,华侨城,燕晗山苑,南山区华侨城文昌南街5号,106330,2015,塔板结合,深圳华侨城房地产有限公司,1,240
19,https://sz.lianjia.com/xiaoqu/2411048876114/,南山区,华侨城,假日湾,南山区华侨城潮州西街6号,85468,2004,塔楼,深圳市益田房地产开发有限公司,3,474
31,https://sz.lianjia.com/xiaoqu/2411049625975/,南山区,华侨城,天鹅堡,南山区华侨城香山中街1号,105490,2002,塔板结合,深圳华侨城房地产有限公司,18,1592
18,https://sz.lianjia.com/xiaoqu/2411048873113/,南山区,华侨城,锦绣花园一期,南山区华侨城深南大道9002号,74207,1996,塔板结合,华侨城房地产开发有限公司,3,722
15,https://sz.lianjia.com/xiaoqu/2411100741584/,南山区,华侨城,东方花园桂花苑,南山区华侨城深南大道9017号,66261,1988,塔板结合,华侨城房地产开发有限公司,8,592
2,https://sz.lianjia.com/xiaoqu/2411052371631/,南山区,华侨城,高发公寓,南山区华侨城龙珠五路002号,63013,1999,塔楼/板楼,深圳市百富隆新投资有限公司,3,294
55,https://sz.lianjia.com/xiaoqu/2411099930672/,南山区,华侨城,香山里,南山区华侨城香山西街8号,84022,2004,板楼/塔板结合,华侨城房地产开发有限公司,11,1595
19,https://sz.lianjia.com/xiaoqu/2411100823238/,南山区,华侨城,中旅广场,南山区华侨城兴隆西街11号,71756,1992,板楼/塔板结合,华侨城房地产有限公司,6,1288
51,https://sz.lianjia.com/xiaoqu/2411048880464/,南山区,华侨城,首地容御,南山区华侨城香山西街18号,92446,2010,塔板结合,深圳市优地房地产开发有限公司,6,1511
9,https://sz.lianjia.com/xiaoqu/2420025883701608/,南山区,华侨城,香山美墅·果岭,南山区华侨城南山华侨城文化创意园香山西街,115972,2016,塔楼,深圳华侨城房地产有限公司,4,558
22,https://sz.lianjia.com/xiaoqu/2411100157267/,南山区,华侨城,世纪假日广场,南山区华侨城深南大道9030号,74033,2008,塔楼,沙河实业股份有限公司,3,646
3,https://sz.lianjia.com/xiaoqu/2411052376366/,南山区,华侨城,陶然居,南山区华侨城高发科技园一路陶然居,60159,2000,塔楼/板楼,钧濠房地产开发有限公司,4,505
0,https://sz.lianjia.com/xiaoqu/2411100070574/,南山区,华侨城,深云村,南山区华侨城深云路28号,89486,2010,塔楼,暂无资料,16,3735
0,https://sz.lianjia.com/xiaoqu/2411448162462811/,南山区,华侨城,深南电路,南山区华侨城侨城东路99号,,暂无信息,塔板结合,暂无信息,1,40
0,https://sz.lianjia.com/xiaoqu/2420030743003392/,南山区,华侨城,大兴楼,南山区华侨城光侨街大兴楼,,暂无信息,塔板结合,暂无信息,1,0
0,https://sz.lianjia.com/xiaoqu/246923539197672/,南山区,华侨城,名商高尔夫球会,南山区华侨城白石洲沙河东路111号,129065,2000,板楼/塔板结合,深圳名商室外运动俱乐部有限公司,5,60
0,https://sz.lianjia.com/xiaoqu/2411048910439/,南山区,华侨城,倚荔楼,南山区华侨城华侨城沃尔玛旁,,暂无信息,塔板结合,暂无信息,5,184
0,https://sz.lianjia.com/xiaoqu/2420033517534016/,南山区,华侨城,香山美墅云颂,南山区华侨城南山华侨城文化创意园香山西街,,1995,塔楼/塔板结合,深圳华侨城房地产有限公司,6,885
0,https://sz.lianjia.com/xiaoqu/246946024600332/,南山区,华侨城,白石洲片区旧改,南山区华侨城南山 白石洲沙河街道，深南大道以北，鹤塘街以西，华夏路以东,,2009,塔楼,深圳市绿景企业管理集团有限公司,1,30
2,https://sz.lianjia.com/xiaoqu/247648629764375/,南山区,华侨城,京基御景东方东堤园,南山区华侨城白石洲二街8号,129391,2005,塔板结合,深圳市京基房地产开发有限公司,4,70
0,https://sz.lianjia.com/xiaoqu/2411049002082/,南山区,华侨城,鹤塘小区,南山区华侨城白石洲金河路,,暂无信息,未知类型,暂无信息,9,42
0,https://sz.lianjia.com/xiaoqu/2411048883580/,南山区,华侨城,新堂花园,南山区华侨城新塘三坊79号,,2000,塔楼, 合肥万科瑞翔地产有限公司,5,276
0,https://sz.lianjia.com/xiaoqu/2420023088197079/,南山区,华侨城,大豪家私宿舍楼,南山区华侨城侨北一街30,66127,1997,塔板结合,华侨城房地产开发有限公司,1,66
0,https://sz.lianjia.com/xiaoqu/2411403151552470/,南山区,华侨城,波托菲诺纯水岸十三期,南山区华侨城香山街,,暂无信息,塔楼,暂无信息,3,3
0,https://sz.lianjia.com/xiaoqu/2412918425924158/,南山区,华侨城,花样年香年广场,南山区华侨城侨香路4060号,,2007,塔板结合,深圳市康年科技有限公司,3,148
0,https://sz.lianjia.com/xiaoqu/2420030741951486/,南山区,华侨城,沙河工业区-宿舍,南山区华侨城沙河街沙河工业区-宿舍,,暂无信息,未知类型,暂无信息,5,48
0,https://sz.lianjia.com/xiaoqu/2413040593678411/,南山区,华侨城,波托菲诺纯水岸六期,南山区华侨城华侨城香山街,245012,暂无信息,板楼,暂无信息,17,17
0,https://sz.lianjia.com/xiaoqu/2411048732658/,南山区,华侨城,龙苑庭,南山区华侨城深南大道与侨城西路交汇处,,暂无信息,板楼,暂无信息,3,100
0,https://sz.lianjia.com/xiaoqu/2413850559942639/,南山区,华侨城,波托菲诺纯水岸十一期,南山区华侨城香山中街1号,,暂无信息,塔楼,暂无信息,6,6
0,https://sz.lianjia.com/xiaoqu/2420030729366547/,南山区,华侨城,长秀楼,南山区华侨城光侨街19号,,暂无信息,塔板结合,暂无信息,1,0
0,https://sz.lianjia.com/xiaoqu/2412177534364824/,南山区,华侨城,波托菲诺纯水岸二期,南山区华侨城华侨城,,1998,塔楼/板楼/平房,中信地产,13,17
0,https://sz.lianjia.com/xiaoqu/2413849171626307/,南山区,华侨城,波托菲诺纯水岸三期,南山区华侨城香山中街1号,,2008,板楼,深圳东部华侨城有限公司,15,15
1,https://sz.lianjia.com/xiaoqu/2420020880358849/,南山区,华侨城,燕晗山居,南山区华侨城香山东街13号,188469,1990,板楼,深圳华侨城房地产有限公司,4,10
4,https://sz.lianjia.com/xiaoqu/247189970300348/,南山区,华侨城,波托菲诺纯水岸四期,南山区华侨城香山中街1号,183776,2007,塔板结合,深圳华侨城房地产有限公司,3,195
3,https://sz.lianjia.com/xiaoqu/2411048873834/,南山区,华侨城,松山村,南山区华侨城光华街44号,73062,1991,塔板结合,华侨城房地产开发有限公司,9,258
5,https://sz.lianjia.com/xiaoqu/246943447986392/,南山区,华侨城,香山美墅一期,南山区华侨城南山华侨城文化创意园香山西街,247151,1995,塔板结合,深圳华侨城房地产有限公司,15,155
2,https://sz.lianjia.com/xiaoqu/2410524662182397/,南山区,华侨城,荔海楼,南山区华侨城杜鹃山东街12号,81907,1994,塔楼,无开发商,1,272
7,https://sz.lianjia.com/xiaoqu/2411048879495/,南山区,华侨城,美加广场,南山区华侨城潮州西街2号,67177,1999,塔板结合,深圳市元盛实业有限公司,5,383
2,https://sz.lianjia.com/xiaoqu/2411055164727/,南山区,华侨城,光侨街住宅区,南山区华侨城侨城东街,80810,1980,塔板结合,华侨城房地产开发有限公司,18,469
5,https://sz.lianjia.com/xiaoqu/2411100569619/,南山区,华侨城,中新街芳华苑,南山区华侨城中新街4号,66107,1988,塔板结合,深圳华侨城房地产有限公司,15,432
16,https://sz.lianjia.com/xiaoqu/2411049945282/,南山区,前海,泛海拉菲花园,"南山区前海前海路189号, 前海路0189号",105902,2009,塔板结合,深圳市光彩置业有限公司,8,554
1,https://sz.lianjia.com/xiaoqu/247192803029636/,南山区,华侨城,波托菲诺纯水岸十四期,南山区华侨城香山中街1号,150425,2012,塔板结合,深圳华侨城房地产有限公司,2,164
16,https://sz.lianjia.com/xiaoqu/2418039588008154/,南山区,华侨城,香山美墅三期,南山区华侨城南山华侨城文化创意园香山西街,115434,2016,板楼/塔板结合,深圳华侨城房地产有限公司,4,690
3,https://sz.lianjia.com/xiaoqu/2411063114226/,南山区,华侨城,懿德轩,"南山区华侨城华侨城侨香路与深云路交汇处, 僑香路4066號",176162,2011,塔楼/塔板结合,深圳市中核兴业实业有限公司,2,7
2,https://sz.lianjia.com/xiaoqu/247898755511083/,南山区,华侨城,东方花园,南山区华侨城深南大道9017号,226947,1988,塔板结合,深圳华侨城房地产有限公司,26,67
0,https://sz.lianjia.com/xiaoqu/24000000001117/,南山区,华侨城,华侨城大厦,南山区华侨城深圳市南山区沙河街道深南大道9018号,,暂无信息,未知类型,暂无信息,2,176
0,https://sz.lianjia.com/xiaoqu/2411386602401626/,南山区,华侨城,上白石一坊,南山区华侨城白石洲地铁口,,暂无信息,塔板结合,暂无信息,1,8
10,https://sz.lianjia.com/xiaoqu/249073475989147/,南山区,华侨城,瑞思中心,南山区华侨城深南大道9030号,57672,2003,塔楼,深圳京广发展有限公司,1,568
3,https://sz.lianjia.com/xiaoqu/2411048871727/,南山区,华侨城,光华街住宅区,南山区华侨城光华街44号,80408,1981,板楼/塔板结合,深圳华侨城房地产有限公司,23,789
3,https://sz.lianjia.com/xiaoqu/2411062929920/,南山区,华侨城,华侨城LOFT公馆,南山区华侨城开平街2号,113258,2014,塔板结合,深圳华侨城房地产有限公司,2,272
2,https://sz.lianjia.com/xiaoqu/2411049954165/,南山区,华侨城,聚龙居,南山区华侨城深南大道9028号,67837,1996,塔板结合,深圳信托房地产开发有限公司,9,197
0,https://sz.lianjia.com/xiaoqu/2410439765799146/,南山区,华侨城,橡皮树创意坊,南山区华侨城侨北一街10号,,2005,塔板结合,华侨城房地产开发有限公司,1,92
0,https://sz.lianjia.com/xiaoqu/2420045485043953/,南山区,华侨城,合正置地大厦,南山区华侨城侨香路合正置地大厦,,暂无信息,塔楼,深圳市合正房地产集团有限公司,1,160
0,https://sz.lianjia.com/xiaoqu/2414373094174788/,南山区,华侨城,华山村,南山区华侨城香山东街15号,,1990,塔板结合,华侨城房地产有限公司,1,100
0,https://sz.lianjia.com/xiaoqu/2420042683678822/,南山区,华侨城,绿景美景广场,南山区华侨城北环大道绿景美景广场,,2019,塔楼,深圳市绿景房地产开发有限公司,1,1180
0,https://sz.lianjia.com/xiaoqu/2413216764407003/,南山区,华侨城,燕晗花园,南山区华侨城香山东街12号,93403,2001,塔板结合,华侨城房地产开发有限公司,3,388
0,https://sz.lianjia.com/xiaoqu/2413032234430874/,南山区,华侨城,华侨城创意文化园,南山区华侨城深圳市恩平街,,暂无信息,塔板结合,暂无信息,8,213
0,https://sz.lianjia.com/xiaoqu/248685176762472/,南山区,华侨城,波托菲诺纯水岸八期,南山区华侨城香山中街1号,256757,2008,板楼,深圳华侨城房地产有限公司,7,7
0,https://sz.lianjia.com/xiaoqu/2410339973607881/,南山区,华侨城,汉唐大厦,南山区华侨城兴隆街1,,暂无信息,塔板结合,暂无信息,1,27
0,https://sz.lianjia.com/xiaoqu/2410318632203095/,南山区,华侨城,锦绣公寓,南山区华侨城汕头街1号,66160,1992,塔板结合,华侨城房地产开发有限公司,1,64
0,https://sz.lianjia.com/xiaoqu/246967124045480/,南山区,华侨城,朗侨峰居,南山区华侨城南山沙河街道北环大道,,暂无信息,塔楼,中铁股份公司,1,78
1,https://sz.lianjia.com/xiaoqu/2411100821589/,南山区,华侨城,汇文楼,南山区华侨城杜鹃山东街8号,69097,1996,塔板结合,深圳华侨城房地产有限公司,1,264
0,https://sz.lianjia.com/xiaoqu/2413849694865720/,南山区,华侨城,波托菲诺纯水岸五期,南山区华侨城香山中街1号,,2003,板楼,深圳华侨城房地产有限公司,24,24
0,https://sz.lianjia.com/xiaoqu/2420038856651292/,南山区,华侨城,方大城,南山区华侨城龙珠四路2号,,2014,板楼,深圳市方大置业发展有限公司,4,1734
0,https://sz.lianjia.com/xiaoqu/2411880989732216/,南山区,华侨城,波托菲诺纯水岸十期,南山区华侨城深圳市南山区华侨城香山中街,267058,2010,平房,云南华侨城实业有限公司,1,1
20,https://sz.lianjia.com/xiaoqu/2411063883736/,南山区,前海,香格名苑,南山区前海棉山路10号,91190,2011,塔楼/板楼,深圳市美地佳置业发展有限公司,5,527
11,https://sz.lianjia.com/xiaoqu/2411049730276/,南山区,前海,鼎太风华一期,南山区前海东滨路4240号,104239,2002,板楼/塔板结合,深圳市鼎太风华投资有限公司,4,623
6,https://sz.lianjia.com/xiaoqu/2411049719061/,南山区,前海,山水情家园,南山区前海前海路0366,83076,2001,塔板结合,深圳市崇诚实业有限公司,5,289
3,https://sz.lianjia.com/xiaoqu/2411049946600/,南山区,前海,泛海拉菲花园二期,南山区前海前海路70号,100898,2010,塔楼/板楼/塔板结合,深圳市光彩置业有限公司,8,679
6,https://sz.lianjia.com/xiaoqu/2411062652754/,南山区,前海,天朗风清,南山区前海桃李路20号,85285,2005,塔板结合,深圳市吉瑞达投资发展有限公司,5,524
6,https://sz.lianjia.com/xiaoqu/2411049724839/,南山区,前海,心语雅园,南山区前海前海路1068号,89934,2002,塔楼,深圳市京地投资发展有限公司,2,451
13,https://sz.lianjia.com/xiaoqu/2411062841449/,南山区,前海,万豪掬月半山,南山区前海前海路12号兴海公园旁）,83491,2017,塔板结合,深圳市南油开发建设有限公司,3,258
22,https://sz.lianjia.com/xiaoqu/2411063578918/,南山区,前海,佳兆业前海广场一期,南山区前海前海路9号,100683,2014,塔楼,深圳冠洋房地产有限公司,7,1066
24,https://sz.lianjia.com/xiaoqu/2420023644205304/,南山区,前海,前海时代广场,南山区前海地铁前海湾车辆段,126112,2010,塔楼,深圳地铁集团,5,1137
11,https://sz.lianjia.com/xiaoqu/2413651049722581/,南山区,前海,阳光棕榈园二期,南山区前海前海路2051号,81039,2002,板楼,中海地产（深圳）有限公司,13,774
4,https://sz.lianjia.com/xiaoqu/2411049618006/,南山区,前海,前海明珠,南山区前海前海路1340号,73557,2002,塔楼,半岛开发商,2,340
10,https://sz.lianjia.com/xiaoqu/2411048895825/,南山区,前海,绿海名都,南山区前海学府路262号,85172,2003,塔楼/板楼,深圳市名居房地产有限公司,11,1103
19,https://sz.lianjia.com/xiaoqu/2411049754721/,南山区,前海,星海名城三期,南山区前海前海路3101号,82560,2004,塔楼,深圳市振业(集团)股份有限公司,10,1153
7,https://sz.lianjia.com/xiaoqu/2418224067414153/,南山区,华侨城,波托菲诺纯水岸九期,南山区华侨城香山中街1号,147437,2009,塔板结合,东明明胜房地产开发有限公司,2,207
4,https://sz.lianjia.com/xiaoqu/2411048885097/,南山区,华侨城,一辉花园,南山区华侨城香山西街18号,77443,1997,板楼/塔板结合,深圳市一辉实业有限公司,14,228
3,https://sz.lianjia.com/xiaoqu/2411049724636/,南山区,前海,心语家园,南山区前海前海路1040号,84804,2002,塔楼,深圳市京地投资发展有限公司,2,496
10,https://sz.lianjia.com/xiaoqu/246946024600333/,南山区,前海,山语海,南山区前海南山蛇口小南山少帝路,103074,2016,塔楼/板楼,深圳市赤湾房地产开发有限公司,11,748
7,https://sz.lianjia.com/xiaoqu/2411063415832/,南山区,华侨城,湖滨花园,"南山区华侨城侨城东街33号, 侨城东街25号, 侨城东街23号",75364,1993,塔板结合,深圳华侨城房地产有限公司,1,448
7,https://sz.lianjia.com/xiaoqu/2420022061391498/,南山区,华侨城,锦绣花园三期,南山区华侨城深南大道9002号,101217,2003,塔板结合,华侨城房地产开发有限公司,4,532
0,https://sz.lianjia.com/xiaoqu/247740014210670/,南山区,华侨城,高发单身宿舍,南山区华侨城高发三路1号,55333,1986,板楼,深圳市百富隆新投资有限公司,1,175
22,https://sz.lianjia.com/xiaoqu/2411064079166/,南山区,前海,深物业前海港湾花园,南山区前海深圳市南山区月亮湾大道与兴海大道交汇处东南,93773,2015,塔楼/塔板结合,深圳市物业发展（集团）股份有限公司,5,728
16,https://sz.lianjia.com/xiaoqu/2413651205958667/,南山区,前海,阳光棕榈园三期,南山区前海前海路2056号,82855,2002,塔楼/板楼,中海地产（深圳）有限公司,9,1221
8,https://sz.lianjia.com/xiaoqu/2411062623645/,南山区,前海,万豪御景苑,南山区前海兴海大道1077号,100285,2011,塔楼,深圳市万豪商业物业管理有限公司,2,475
15,https://sz.lianjia.com/xiaoqu/2411062650190/,南山区,前海,东方银座公馆,南山区前海学府路220号,83088,2010,塔楼,深圳市东方银座集团有限公司,3,601
24,https://sz.lianjia.com/xiaoqu/2411049755971/,南山区,前海,星海名城五期,南山区前海前海路3101-90,90895,2006,塔楼,深圳市振业(集团)股份有限公司,4,1466
13,https://sz.lianjia.com/xiaoqu/2411049728689/,南山区,前海,鼎太风华四期,南山区前海前海路1083号,101117,2004,板楼,深圳市鼎太风华投资有限公司,4,1068
22,https://sz.lianjia.com/xiaoqu/2411049711573/,南山区,前海,诺德假日花园,南山区前海前海路0369号,111703,2000,塔楼,深圳市中铁诺德投资有限公司,9,2781
9,https://sz.lianjia.com/xiaoqu/2411049733285/,南山区,前海,鼎太风华七期,南山区前海东滨路4240号,102243,2008,塔楼/板楼,深圳市鼎太开发有限公司,11,888
14,https://sz.lianjia.com/xiaoqu/2411063585377/,南山区,前海,阳光花地苑,南山区前海前海路1082号,98765,2008,塔楼,深圳市致远房地产开发公司,4,760
14,https://sz.lianjia.com/xiaoqu/2411049710491/,南山区,前海,雷圳碧榕湾,南山区前海沿湖路36号,90506,2005,塔板结合,深圳市雷圳房地产开发有限公司,10,1157
7,https://sz.lianjia.com/xiaoqu/2411049787157/,南山区,前海,新德家园,南山区前海前海路3001号,86893,2006,塔楼,深圳市厚德实业有限公司,5,964
13,https://sz.lianjia.com/xiaoqu/2411049951994/,南山区,前海,中海阳光玫瑰园,"南山区前海港城路66号, 前海路333号, 港城路8号, 港城路10号, 港城路12号",106714,1993,塔楼/塔板结合,深圳中海地产有限公司,7,1543
14,https://sz.lianjia.com/xiaoqu/2411063585492/,南山区,前海,瑞景华庭,南山区前海前海路1030号,83670,2002,塔楼/板楼,深圳市半岛房地产开发有限公司,3,417
0,https://sz.lianjia.com/xiaoqu/2411049595528/,南山区,南头,常兴花园,南山区南头学府路123,59569,1992,塔板结合,暂无资料,8,116
3,https://sz.lianjia.com/xiaoqu/2412221672076115/,南山区,南头,马家龙工业区,"南山区南头虹步路77号, 虹步路39号, 虹步路1号, 南头街道",61141,1989,板楼/塔板结合,深圳市南头投资发展有限公司,11,457
11,https://sz.lianjia.com/xiaoqu/2411049611296/,南山区,南头,金桃园大厦,南山区南头桃园路193号,61324,2004,塔楼/塔板结合,深圳市罗沙工程开发有限公司,2,204
7,https://sz.lianjia.com/xiaoqu/2411048918252/,南山区,南头,桃苑小区,南山区南头学府路30号,71544,1988,板楼/塔板结合,深圳南油房地产有限公司,8,1012
5,https://sz.lianjia.com/xiaoqu/2411099773950/,南山区,南头,常兴广场,南山区南头桃园路86号,61602,2003,塔板结合,深圳市新常兴城实业发展有限公司,2,472
4,https://sz.lianjia.com/xiaoqu/2411063169639/,南山区,南头,缤纷年华,南山区南头艺园路30号,113066,2006,塔楼/塔板结合/平房,深圳市金海港房地产有限公司,2,577
10,https://sz.lianjia.com/xiaoqu/2411049496190/,南山区,南头,大陆庄园,南山区南头南新路2097号,62361,1997,塔板结合,深圳市奥康德投资开发有限公司,6,378
4,https://sz.lianjia.com/xiaoqu/2411049642592/,南山区,南头,荔林春晓,南山区南头南山大道2118号,106940,2003,塔板结合,拓盈实业（深圳）有限公司,6,572
6,https://sz.lianjia.com/xiaoqu/248617456577603/,南山区,南头,艺华花园,南山区南头大新路23号,70440,1992,塔楼/板楼,深圳市建艺物业管理有限公司,5,615
6,https://sz.lianjia.com/xiaoqu/2411049019368/,南山区,南头,中山颐景花园一期,南山区南头南山大道3866号,69186,2001,塔板结合,深圳市南头投资发展有限公司,9,379
2,https://sz.lianjia.com/xiaoqu/2411049603812/,南山区,南头,华府苑,南山区南头学府路198号,66038,1997,板楼/塔板结合,深圳市集华物业管理有限公司 ,11,415
3,https://sz.lianjia.com/xiaoqu/2411049506058/,南山区,南头,鸿洲新都,南山区南头南新路3229号,74137,2002,塔板结合,深圳市鸿洲实业发展公司,3,293
7,https://sz.lianjia.com/xiaoqu/2411049630476/,南山区,南头,南山豪庭,南山区南头红花路136,66982,2004,塔板结合,深圳市元凤建实业发展有限公司,8,356
15,https://sz.lianjia.com/xiaoqu/2411049001402/,南山区,南头,南景苑,南山区南头桃园路147号,59515,2002,塔楼,深圳蛇口房地产有限公司,1,422
2,https://sz.lianjia.com/xiaoqu/2411049771061/,南山区,南头,旺海怡苑,南山区南头南头街100号,68902,2003,板楼/塔板结合,深圳市旺海怡康实业发展有限公司,3,291
17,https://sz.lianjia.com/xiaoqu/2411100803806/,南山区,南头,翡翠明珠花园,南山区南头常兴南路45号,90236,2010,塔板结合,深圳市田厦房地产开发有限公司,6,2215
3,https://sz.lianjia.com/xiaoqu/2411049540273/,南山区,南头,东方新地,南山区南头深南大道2038号,71917,2001,塔楼/板楼/塔板结合,深圳市东方杰实业发展有限公司,4,519
0,https://sz.lianjia.com/xiaoqu/2411063460879/,南山区,南头,南海台大厦,南山区南头南新路2066号,69244,1999,塔楼,深圳市罗沙工程开发有限公司,1,132
0,https://sz.lianjia.com/xiaoqu/2411100308663/,南山区,南头,南贸综合楼,南山区南头南新路,63342,2001,板楼,深圳市罗沙工程开发有限公司,4,157
5,https://sz.lianjia.com/xiaoqu/2411049976541/,南山区,南头,方鼎华庭,南山区南头南山大道3908号,84489,2008,塔楼,深圳市方鼎实业投资发展有限公司,5,343
7,https://sz.lianjia.com/xiaoqu/2411049760980/,南山区,南头,嘉南美地,南山区南头深南大道1203-1号,67864,2005,塔板结合,深圳市金波维尔投资有限公司,5,408
10,https://sz.lianjia.com/xiaoqu/2411062649097/,南山区,南头,桃苑公寓,南山区南头南山大道2041号,56366,1993,塔板结合,泛海开发,3,1645
19,https://sz.lianjia.com/xiaoqu/2411049495117/,南山区,南头,仓前锦福苑,南山区南头学府路2028,63541,2000,塔楼/板楼,中建蛇口发展有限公司,8,1003
12,https://sz.lianjia.com/xiaoqu/2411064136726/,南山区,南头,豪方天际花园,南山区南头深圳市南山区北环大道与南山交汇西北侧,102470,2005,塔楼/板楼,深圳市新豪方房地产有限公司,6,2106
0,https://sz.lianjia.com/xiaoqu/2411049768632/,南山区,南头,翠玲大厦居民楼,南山区南头关口路29号,,暂无信息,未知类型,暂无信息,2,48
5,https://sz.lianjia.com/xiaoqu/2411049762853/,南山区,南头,东方美地苑,南山区南头关口路46号,77553,1999,塔板结合,深圳市东方杰实业发展有限公司,3,440
