city,company_name,finance_status,registered_capital,recruit,field,location,latitude,longitude
上海,高清数字科技,战略投资,24900万人民币,100-499人,通信业,上海市浦东新区东三里桥路1018号,31.19274,121.524532
上海,威士顿,未融资,6600万人民币,100-499人,计算机软件,正确地址：淮海西路666号中山万博国际中心1602室,31.196931,121.42278
北京,中讯计算机系统(北京),A轮,4047.34万人民币,500-999人,计算机软件,海淀区首体南路12号,39.937641,116.32639
深圳,深圳市宁远科技有限公司(就医160),D轮,5628.1054万人民币,500-999人,互联网/电商,深圳市南山区东滨路4078号永新时代广场2号楼12楼,22.508786,113.919105
北京,中企通信,战略投资,8462万人民币,500-999人,通信业,北京市朝阳区建国门外大街19号中信国际大厦C座,39.90976,116.441289
北京,北京竞业达数码科技有限公司,天使轮,7950万人民币,500-999人,IT服务,北京市海淀区北清路中关村环保科技园竞业达大厦,40.057599,116.176086
北京,韦加航通,战略投资,6000万人民币,100-499人,通信业,北京市海淀区北三环西路43号青云当代大厦5层,39.968721,116.32977
上海,瀚银科技,IPO上市,17572.1201万人民币,100-499人,互联网金融,上海市黄浦区蒙自路763号丰盛创建大厦4楼,31.196741,121.48242
北京,北京领邦仪器技术有限公司ESC事业部,未融资,338.837735万人民币,50-99人,IT服务,北京市海淀区永捷北路3号永丰科技企业加速器1区B座3层,40.082419,116.24361
北京,电话录音,未融资,826万人民币,100-499人,互联网/电商,北京市东城区青龙胡同1号歌华大厦B座624室,39.948529,116.42419
北京,北京达因军惠网络技术有限公司,未融资,1000万人民币,500-999人,计算机软件,北京市朝阳区和平里东土城路14号建达大厦25层,39.95322,116.43332
上海,英恒电子,未融资,1000万人民币,100-499人,电子/芯片/半导体,上海市浦东新区张衡路1000弄68号 ,31.190371,121.60615
北京,海泰方圆,A轮,3680万人民币,100-499人,计算机软件,北京市海淀区东北旺西路8号中关村软件园9号楼国际软件大厦E座一层、二层,40.044329,116.297324
北京,汉王科技,IPO上市,21698.9292万人民币,500-999人,计算机软件,北京市海淀区东北旺西路8号中关村软件园5号楼汉王大厦,40.047036,116.29828
北京,振颜丽舍,未融资,500万人民币,500-999人,电子商务,北京市朝阳区望京南湖西园302号楼106,39.990164,116.454371
北京,航天开元,B轮,5150万人民币,100-499人,计算机软件,西城区三里河北街1号,39.91748,116.33921
北京,7K7K,D轮,7884.4479万人民币,100-499人,游戏开发,北京市海淀区北坞村路23号北坞创新园北区五号楼,39.978671,116.25724
北京,艺龙网信息技术（北京）有限公司,未融资,143565.74万人民币,2000-5000人,互联网/电商,北京市朝阳区酒仙桥路10号,39.977487,116.494842
北京,乐视控股,A轮,100000万人民币,5000-10000人,互联网/电商,北京市朝阳区姚家园路105号乐视大厦,39.934767,116.492604
北京,日立数据管理(中国)有限公司,未融资,4221.0万人民币,100-499人,IT服务,北京市东城区东长安街一号东方广场东方经贸城西二办公楼15层,39.909457,116.414506
上海,世纪天成,未融资,1000万人民币,500-999人,游戏产业,钦州北路1066号,31.179848,121.405353
深圳,深圳众合兴科技有限公司,未融资,100万人民币,100-499人,通信业,福田区上步中路1043号深勘大厦1501,22.547918,114.095674
上海,龙梦医院上海,未融资,5000万人民币,50-99人,互联网/电商,浦东新区张杨路500号华润时代广场12层Def座,31.227339,121.51784
广州,并读APP,战略投资,8333万人民币,100-499人,互联网/电商,广州大道中289号南都楼9楼全层,23.122914,113.314623
上海,畅移,A轮,618.4649万人民币,100-499人,互联网/电商,徐汇区宜山路700号普天软件园B2号楼502室,31.175781,121.417147
深圳,SPA CONDOR ELECTRONICS 中国办事处,未融资,100万人民币,1-49人,通信业,深圳福田区深南大道与泰然九路交界东南金润大厦,22.534999,114.02438
深圳,深圳易帆互动科技有限公司,天使轮,236.1111万人民币,100-499人,游戏产业,深圳市南山区科园路讯美科技广场1# 16层,22.54554,113.946903
深圳,亿觅科技,B轮,95.4473万人民币,50-99人,互联网/电商,深圳市龙华区民治街道民乐社区星河WORLD二期E栋1705、1706、1709（公交站：星河world，地铁站：民乐地铁站）,22.6043,114.05782
深圳,中科海信,战略投资,2276.87万人民币,50-99人,计算机/网络设备,龙岗区下雪科技工业园,22.647389,114.077715
深圳,炫彩酷游,天使轮,980万人民币,50-99人,游戏产业,科兴科学园A1-801A,22.54878,113.9422
北京,北京馨诚明德,A轮,25万人民币,50-99人,互联网/电商,北京海淀区北四环西路68号左岸工社 15B-J室 ,39.98411,116.30439
北京,摩比神奇(北京)信息技术有限公司,B轮,1035.0766万人民币,100-499人,互联网/电商,北京市东城区西总布胡同46号明阳国际中心B座3、6层,39.911392,116.423252
深圳,玖坤技术,C轮,1339.8694万人民币,50-99人,计算机软件,深圳市南山区高新南一道009号中国科技开发院孵化大楼306,22.537715,113.95346
上海,上海呼啦圈网络技术有限公司,未融资,500万人民币,1-49人,互联网/电商,上海市浦东新区张江高科技园区博霞路22号,31.200995,121.602967
上海,勘博(上海)网络技术有限公司,未融资,335.0万人民币,1-49人,互联网/电商,上海市闵行区东川路555号5号楼7013（紫竹科技园区）,31.023229,121.453061
深圳,深圳市富士智能系统有限公司,未融资,1075万人民币,100-499人,计算机软件,南山区西丽镇九祥岭工业区第六栋 富士智能大厦,22.584269,113.958297
广州,广州海鹚网络科技有限公司,B轮,1998.088683万人民币,100-499人,计算机软件,广州市天河区马场庆亿街珠光新城国际中心706A,23.118946,113.342713
北京,荣达利业北京,未融资,100万人民币,100-499人,计算机软件,北京市西城区南小街66号金灿酒店3层（社保大厦和青年宫中间）,39.936209,116.35941
深圳,袋袋金,未融资,10000万人民币,50-99人,互联网/电商,深圳市南山区科技园高新南四道与科技南八路交汇处东南侧泰邦科技大厦13HI,22.535943,113.952483
北京,北京广琦伟业科技有限公司,未融资,625万人民币,1-49人,电子/芯片/半导体,朝阳区北四环东路115号院2号楼1401,39.990328,116.420856
深圳,深圳市棋港科技有限公司,未融资,100万人民币,100-499人,电子/芯片/半导体,深圳市福田区深南中路3039号国际文化大厦2404-2406,22.539314,114.077638
北京,北京博乐科技有限公司,未融资,111.1111万人民币,50-99人,游戏开发,"朝阳区北苑路北北辰新纪元2,1603",40.031998,116.417035
上海,礼多多电子商务,B轮,7964.9703万人民币,50-99人,互联网/电商,上海市浦东新区民生路1403号上海信息大厦905室,31.22397,121.55127
深圳,深圳市联域光电有限公司,未融资,1253.84万人民币,500-999人,电子/芯片/半导体,深圳市松岗镇罗田象山大道172号正大安工业城,22.805436,113.881082
北京,北控三兴,未融资,2000万人民币,100-499人,计算机软件,北京市海淀区曙光花园中路11号北京农科大厦B座12层/昌平北控宏创科技园,39.942611,116.287539
上海,起凡,A轮,1000万人民币,100-499人,互联网/电商,东方路1217号7楼,31.217796,121.53056
上海,大家保保险网,C轮,880.09万人民币,100-499人,互联网金融,上海市杨浦区国权北路1688号湾谷科技园区A8栋5楼504A,31.34302,121.50362
广州,金佳信通信,未融资,3000万人民币,1000-2000人,通信业,广州市天河区珠江新城临江大道3号发展中心A座17楼,23.11451,113.31703
北京,北京博学堂科技发展有限公司,未融资,100万人民币,50-99人,互联网/电商,北京市西城区后广平胡同国英大厦11E,39.936399,116.36018
北京,酷讯科技北京,B轮,36626.01万人民币,100-499人,互联网/电商,海淀区中关村南大街12号天作国际中心1号楼A座21层,39.957878,116.333329
北京,北京拓蓝科技有限公司,未融资,150万人民币,100-499人,计算机软件,东城区王府井大街138号 新东安T2写字楼11层,39.914392,116.411947
北京,中软国际ESG集团,未融资,9919.5635万人民币,2000-5000人,互联网/电商,北京市海淀区科学院南路融科资讯中心C座北楼12层,39.983075,116.327131
北京,中天联科,未融资,8884.2万人民币,100-499人,电子/芯片/半导体,北京市海淀区知春路1号学院国际大厦16层,39.977246,116.35346
北京,北科光大,B轮,10414.193万人民币,100-499人,互联网/电商,北京市海淀区北坞村路23号北坞创新园中区1号楼,39.978671,116.25724
北京,中海纪元,A轮,7331.6万人民币,500-999人,IT服务,北京市海淀区中关村南大街3号海淀科技大厦6层,39.961041,116.32211
北京,北京海顿新科,未融资,3400万人民币,100-499人,计算机软件,北京市海淀区中关村大街28号优盛大厦A座18层,39.976629,116.318034
北京,元恒时代,未融资,3000万人民币,50-99人,计算机软件,海淀区花园路2号牡丹科技大厦B座310,39.978289,116.36691
广州,软件所,未融资,2016年05月18日-2021年05月17日,100-499人,计算机软件,广东省广州市南沙区海滨路1121号 广州中国科学院工业技术研究院A栋7层,22.741109,113.60008
上海,汇付天下,未融资,10010万人民币,1000-2000人,IT服务,宜山路700号普天产业园,31.175262,121.417706
北京,正和岛信息科技,C轮,2777.8万人民币,100-499人,社交网络,北京市海淀区中关村东路1号清华科技园创新大厦B座9层,39.995741,116.33063
深圳,源通世纪深圳,天使轮,242.567万人民币,100-499人,计算机软件,深圳市南山区高新南一道富诚科技大厦三楼,22.53861,113.95427
北京,雅酷时空,B轮,10000万人民币,100-499人,互联网/电商,北京市东城区天坛路55号元隆大厦B座3层,39.888439,116.41736
深圳,雷曼光电,IPO上市,34951.003万人民币,1000-2000人,电子/芯片/半导体,深圳市南山区西丽白芒百旺信工业园二区八栋雷曼大厦,22.627828,113.936967
北京,合力共创网络技术北京,未融资,5180万人民币,100-499人,IT服务,北京市海淀区北三环西路48号科技会展中心写字楼905,39.966371,116.32472
上海,共拓网络,未融资,631.5789万人民币,1-49人,互联网/电商,上海市闵行区紫秀路100号虹桥总部1号1号楼5C,31.179428,121.38144
上海,曜石互动,天使轮,22.4284万人民币,50-99人,游戏产业,上海市长宁区延安西路1600号禾森商务中心608室,31.20797,121.41988
深圳,深圳市智通电子有限公司,未融资,1100万人民币,100-499人,电子/芯片/半导体,龙岗区坂田街道万科城对面百瑞达大厦A座1601 ,22.646149,114.06578
北京,寰球汽车,未融资,1176.4706万人民币,100-499人,互联网/电商,朝阳区北苑东路19号中国铁建广场C座14层,40.04265,116.440383
上海,集天信息,未融资,3000万人民币,50-99人,互联网/电商,上海市闵行区宜山路2016号2号楼2号门301室,31.167152,121.385487
深圳,织巢鸟,未融资,500万人民币,1-49人,电子商务,深圳市 南山区 高新产业园 生产力大楼多功能会议厅302室,22.545855,113.94297
深圳,深圳爱斯瑞科科技有限公司,未融资,1000万人民币,50-99人,计算机软件,深圳市南山区马家龙工业区田厦IC产业园7007,22.549041,113.92735
北京,聚爱财科技,B轮,1000万人民币,100-499人,互联网金融,北京市西城区新街口外大街28号C座606（普天德胜）,39.95402,116.371817
北京,云创中联(北京)科技有限责任公司,未融资,1000万人民币,50-99人,电子商务,北京是海淀区知春路紫金数码园东华合创大厦3#0909,39.97906,116.33734
北京,中视典,未融资,5500万人民币,100-499人,计算机软件,北京市海淀区花园东路十号高德大厦708室,39.98249,116.37012
上海,今明科技,未融资,2000万人民币,100-499人,计算机/网络设备,上海市普陀区中山北路2000号中期大厦15楼,31.248911,121.43188
上海,上海凯盛朗坤信息技术股份有限公司,未融资,2000万人民币,1-49人,计算机软件,宜昌路458弄6号楼,31.244723,121.433878
深圳,樱桃优品,A轮,171.1576万人民币,50-99人,互联网/电商,深圳市宝安区宝源路F518时尚创意园F2-107,22.567678,113.863528
北京,中爱科技(北京)有限责任公司,A轮,193.361万人民币,100-499人,电子商务,海淀区马甸南路2号院3号楼2层,39.969891,116.376324
深圳,车发发科技深圳,A轮,366.2399万人民币,1-49人,互联网/电商,深圳市宝安区翻身路45区海富一巷中心大厦,22.562219,113.89366
北京,中科宇图科技股份有限公司,C轮,6777万人民币,500-999人,计算机软件,北京市朝阳区 北四环外 健翔桥北安翔北里（鸟巢西侧）甲11号创业大厦2层,39.993768,116.377837
北京,北京兆维科技开发有限公司,未融资,1900万人民币,1-49人,电子/芯片/半导体,朝阳区酒仙桥路14号兆维大厦1018,39.97426,116.49033
北京,巨洋,未融资,10000万人民币,100-499人,IT服务,北京市海淀区知春路6号锦秋国际大厦A座15层,39.97585,116.348772
北京,北京多元思维信息科技有限公司,未融资,134.0万人民币,100-499人,计算机软件,海淀上地10街辉煌国际大厦西6号西330,40.053457,116.301398
北京,北京航信,未融资,3040万人民币,100-499人,通信业,北京海淀区学清路8号科技财富中心B座12层,40.016022,116.353091
北京,天合万盛科技,未融资,2000万人民币,50-99人,互联网/电商,北京市海淀区中关村大街甲59号文化大厦1007B室,39.971231,116.31874
深圳,通网,未融资,3000万人民币,100-499人,IT服务,深圳市宝安区西乡宝源路168号深圳名优工业品展示采购中心B座708~719,22.567725,113.866045
北京,中体彩,未融资,20000万人民币,500-999人,计算机软件,北京市朝阳区东三环南路23号,39.87318,116.46067
北京,友友系统,A轮,2771.2419万人民币,100-499人,计算机软件,北京市朝阳区广渠路38号楼一轻大厦,39.89272,116.46814
北京,安达斯,未融资,3100万人民币,100-499人,通信业,北京市海淀区中关村大街甲28号海淀文化艺术大厦B座5层501,39.976491,116.31981
广州,维动科技,未融资,1000万人民币,500-999人,互联网/电商,广州市天河区天河路490号壬丰大厦西厅37-38楼,23.13295,113.33503
广州,云信通信,未融资,200万人民币,1-49人,互联网/电商,广州市越秀区环市东路371-375号世界贸易中心大厦北塔2503,23.136823,113.28723
深圳,深圳久凌,未融资,1405万人民币,50-99人,互联网/电商,福田香蜜湖香梅路中投国际商务中心A-18楼,22.54399,114.039103
广州,杰升信息,未融资,500万人民币,100-499人,互联网/电商,广州市越秀区先烈中路102号华盛大厦,23.140909,113.30096
深圳,深圳市晶进科技有限公司,未融资,100万人民币,100-499人,通信业,盐田区沙头角保税区19栋2楼,22.560043,114.2444
上海,知者技术,A轮,1050万人民币,50-99人,互联网/电商,上海市黄浦区黄陂南路751号1号楼2层2101室 ,31.213138,121.477538
北京,易网数通(北京),未融资,1250万人民币,100-499人,IT服务,北京市朝阳区小营路25号房地置业大厦1101,39.9905,116.42381
北京,乐途汇诚网络技术有限公司,未融资,3084.14万人民币,100-499人,互联网/电商,北京朝阳区安定路33号化信大厦A座16层,39.975189,116.407
北京,盟创科技北京,未融资,3000万人民币,100-499人,计算机/网络设备, 北京市海淀区学清路甲8号3号楼4层,40.00881,116.353804
上海,爱韦讯,未融资,2500万人民币,50-99人,计算机软件,上海市浦东新区张江高科技园区郭守敬路498号23号楼106室,31.207671,121.59785
深圳,深圳市欧凯管家信息技术有限公司,未融资,5000万人民币,100-499人,互联网/电商,深圳南山区高新中四道研祥科技大厦6楼,22.54203,113.93298
上海,和讯信息上海分,未融资,,100-499人,互联网/电商,上海东方路18号保利广场18F,31.243229,121.517875
深圳,百度中国,未融资,,10000人以上,互联网/电商,深圳市南山区科技园生产力大楼D栋五楼（2、3、4、5层）地铁：深大站A4,22.54567,113.94252
北京,联嘉云,未融资,2050万人民币,50-99人,互联网/电商,朝阳区东三环中路39号建外SOHO办公楼A座302室,39.905554,116.460595
北京,北龙中网,未融资,1791.54万人民币,100-499人,互联网/电商,朝阳区望京东园523号融科望京中心B座603室,39.997737,116.483231
北京,包谷网,未融资,1000万人民币,100-499人,互联网/电商,北京市丰台区南四环西路188号总部基地18区17号楼中电传媒大厦四层,39.822243,116.2918
北京,北京互动巅峰科技有限公司,未融资,13400.0万人民币,500-999人,互联网/电商,北京市朝阳区八里庄陈家林甲2号尚8里文化创意产业园D座5层 ,39.911801,116.50986
上海,中国移动通信上海,未融资,603866.77万人民币,10000人以上,通信业,上海市长寿路200号,31.243663,121.44185
上海,迈韦尼通讯,未融资,3752.0万人民币,100-499人,通信业,上海市长宁区凯旋路1010号,31.20764,121.41729
北京,彩带网络科技,未融资,1000万人民币,50-99人,O2O服务,北京市朝阳区光华路甲8号和乔大厦C座8层,39.913187,116.471493
上海,番丽电子,A轮,133.3334万人民币,100-499人,互联网/电商,普陀区祁连山南路2891弄100号1号楼4楼,31.267294,121.373171
深圳,勒美特电子科技,未融资,100万人民币,50-99人,电子/芯片/半导体,深圳市福田区华富路1006号航都大厦18E,22.54237,114.082131
上海,比格彼特,未融资,100万人民币,1-49人,互联网/电商,上海市桂平路702号,31.177229,121.40125
北京,达科信息科技(北京),未融资,6164.0万人民币,100-499人,IT服务,北京市朝阳区工体北路甲2号盈科中心A座5A层,39.932699,116.458152
上海,上海麦杰科技,战略投资,4742.5万人民币,100-499人,互联网/电商,上海徐汇区钦州北路1066弄钦汇园70号楼7层,31.180275,121.407176
深圳,深圳力维智联技术有限公司,未融资,10000万人民币,1000-2000人,IT服务,深圳市南山区高新区储能大厦6楼,22.538345,113.944704
北京,北京地拓科技发展有限公司,未融资,1000万人民币,50-99人,IT服务,北京市海淀区农大南路1号硅谷亮城5号楼二层,40.02721,116.31115
北京,中微,未融资,5000万人民币,100-499人,基金/证券/投资,北京市海淀区中关村南大街2号数码大厦A座31层,39.966123,116.32315
上海,宏盛高新,未融资,,100-499人,计算机软件,上海：上海市浦东新区福山路33号建工大厦19B,31.23872,121.52518
深圳,奥尼电子,战略投资,4220万人民币,1000-2000人,IT服务,深圳市新安留仙二路鸿辉工业园5栋,22.575561,113.925619
深圳,KKFun,未融资,16967.7万人民币,1000-2000人,互联网/电商,深圳市福田区车公庙泰然六路雪松大厦B座13楼  ,22.531189,114.02181
北京,数字认证股份北京,IPO上市,18000万人民币,1000-2000人,计算机软件,左岸工社,39.984408,116.304382
上海,工程师爸爸,B轮,1430.0187万人民币,100-499人,在线教育,张江碧波路177号华虹科技园C区201A,31.207209,121.584365
北京,互联港湾,战略投资,5000万人民币,100-499人,互联网/电商,北京市朝阳区建国路93号万达广场12号楼11层,39.911389,116.47126
北京,溢美,未融资,154.9493万人民币,100-499人,互联网/电商,北京市朝阳区建国路乙118号京汇大厦22层,39.906892,116.463205
广州,英氏婴童,战略投资,11770.76万人民币,1000-2000人,服装纺织,广州市海珠区广州大道南788号广一电子商务园7栋,23.089483,113.314715
北京,地大物博电子,未融资,3200万人民币,1-49人,互联网/电商,北京市丰台区新发地农副产品批发市场中心全国名特优农产品展销中心,39.80695,116.34024
深圳,科宏健半导体,未融资,2310万人民币,100-499人,电子/芯片/半导体,深圳市龙华新区观澜新田景田路科宏健工业园（环观南路与景田路交汇处）,22.695151,114.08961
广州,广州市水晶球信息技术有限公司,战略投资,15000万人民币,100-499人,IT服务,广州市天河区科韵路广州信息港C1栋1003,23.125441,113.37305
上海,比孚科技,未融资,500万人民币,100-499人,计算机软件,上海市杨浦区纪念路8号7号楼208,31.299441,121.493292
上海,上海三融股权,未融资,5000万人民币,50-99人,互联网/电商,上海市徐汇区淮海中路1010号嘉华中心3203-3204室,31.216019,121.45609
北京,卓易乐世,天使轮,50万人民币,1-49人,互联网/电商,北京市东城区东四北大街179号,39.936072,116.416661
北京,爱鲜蜂,未融资,33500.0万人民币,1000-2000人,O2O服务,朝阳区酒仙桥路16号北京将台新港商城9层10层,39.971893,116.490656
深圳,乐刷科技有限公司,C轮,10100万人民币,500-999人,互联网/电商,南山区科技园中区科苑路15号科兴科学园A4单元19层,22.549041,113.943289
上海,上海汉枫电子科技有限公司,A轮,639.3882万人民币,50-99人,通信业,上海市浦东新区龙东大道3000号张江集电港一期一号楼1002室,31.223055,121.633383
上海,上海湘商贸易有限公司,未融资,1000万人民币,50-99人,电子商务,上海市闸北区梅园路22号企业广场2601室,31.249885,121.460005
广州,广州市星逸贸易有限公司,未融资,100万人民币,100-499人,互联网/电商,广州市白云区嘉禾望岗B出口金塬大厦5A室,23.238209,113.2887
北京,北京首跃科技有限公司,未融资,1000万人民币,50-99人,互联网+,朝阳区汉威大厦,39.914034,116.454602
广州,广州润芯信息技术有限公司,未融资,4142.92万人民币,50-99人,通信业,科学城南翔二路23号,23.153,113.449068
北京,威亮商贸,未融资,800万人民币,50-99人,互联网/电商,北京市丰台区刘家窑嘉业大厦2期1号楼1007,39.855994,116.427356
北京,比邻云科,A轮,100万人民币,50-99人,互联网/电商,五道口华清商务会馆801,39.992401,116.33332
深圳,深圳市博昌达电子科技有限公司,未融资,120万人民币,1-49人,电子/芯片/半导体,深圳市宝安区西乡街道兴业路3012号老兵大厦东座7楼7005A,22.574362,113.84995
广州,广州图普网络科技有限公司,B轮,100万人民币,100-499人,互联网/电商,广州市天河区天河软件园建工路4号7层,23.123226,113.373119
北京,莹和视兴,未融资,1050万人民币,50-99人,计算机软件,北京市丰台区恒富中街2号院1号楼兴鹏大厦4088室,39.836723,116.296146
深圳,深圳市爱秀科技有限公司,未融资,1000万人民币,50-99人,互联网/电商,深圳市福田区车公庙海松大厦B座1105,22.530866,114.024709
深圳,深圳乐来科技有限公司,A轮,112.9472万人民币,50-99人,电子商务,深圳市南山区科技园迈科龙大厦5层,22.53554,113.95417
北京,云课在线技术发展北京,A轮,466.6667万人民币,100-499人,互联网/电商,北京市中关村南大街甲18号北京国际D座8层,39.953251,116.32479
北京,惠人贷商务顾问(北京)有限公司,A轮,129.418364万人民币,100-499人,电子商务,北京市朝阳区建国路99号,39.909233,116.463122
北京,雅昌艺术网,未融资,,500-999人,互联网/电商,北京市顺义区空港工业区A区天纬四街7号雅昌大厦,40.071801,116.56047
北京,北京融汇金信信息技术有限公司,未融资,2000万人民币,100-499人,互联网/电商,北京市海淀区复兴路21号海育大厦7层,39.909358,116.311602
广州,广州可意光电科技有限公司,未融资,1000万人民币,100-499人,电子/芯片/半导体,广州荔湾东沙荷景路25号,23.055785,113.242651
北京,凤凰云,B轮,2464.7327万人民币,50-99人,互联网/电商,北京市朝阳区利泽中园106号楼望京科技创业园E座515A,40.012683,116.47378
深圳,华普冠科,未融资,2241万人民币,100-499人,电子/芯片/半导体,深圳市南山区科苑北路科兴科学园C栋3单元203,22.5474,113.94437
北京,中盈安信,战略投资,5820万人民币,100-499人,计算机软件,北京市海淀区西小口路18号新华创新大厦1层1020室,40.046923,116.344897
北京,东蓝数码科技,未融资,15300万人民币,500-999人,计算机软件,北京市海淀区丰慧中路7号永丰产业基地新材料创业大厦十层,40.076529,116.235731
广州,康之家,未融资,100万人民币,100-499人,互联网/电商,白云区永泰泰兴路6号T6电商创意园,23.218263,113.304409
北京,北森生涯(北京)教育科技有限公司,未融资,100万人民币,500-999人,计算机软件,北京市海淀区上地东路35号颐泉汇7层,40.03606,116.31523
深圳,祈飞科技,C轮,3843.8729万人民币,500-999人,计算机/网络设备,深圳市福田区福华一路国际商会大厦B座10楼,22.537031,114.050835
上海,极胜广告,未融资,100万人民币,1-49人,互联网/电商,上海市虹口区武进路289号0513室,31.252043,121.485577
北京,北京春草软件科技有限责任公司,未融资,1000万人民币,50-99人,计算机软件,北京市海淀区上地信息产业基地开拓路1号B座3层306,40.044236,116.303667
广州,行心信息,未融资,2250万人民币,50-99人,计算机软件,广州市萝岗区科学大道33号视联科技园B栋510房,23.166524,113.425754
北京,北京双顺达公司,战略投资,3000万人民币,100-499人,计算机软件,北京市海淀区中关村南大街11号6号楼201室,39.955149,116.322948
北京,网脑科技,未融资,600万人民币,100-499人,计算机软件,北京海淀区上地中关村软件园40号楼数字山谷A区1号楼,40.043275,116.287809
北京,小云,B轮,12720万人民币,100-499人,互联网/电商,北京市朝阳区工体北路4号机电研究院80Office3层,39.923698,116.389264
深圳,润泰,战略投资,5000万人民币,100-499人,互联网/电商,深圳市福田区滨河大道9023号国通大厦25楼 ,22.52706,114.0428
广州,恒峰信息技术股份有限公司,天使轮,28300万人民币,100-499人,计算机软件,广州市天河区棠下涌西路69号天辉大厦10楼,23.125182,113.377435
上海,今翌科技,未融资,1000万人民币,100-499人,互联网/电商,上海市松江区九新公路341弄28号7楼,31.12256,121.32293
上海,水南信息技术,未融资,1500万人民币,1-49人,互联网/电商,上海市嘉定区金沙江西路1555弄2号楼4层,31.236629,121.3331
上海,上海米么信息科技有限公司,D轮,7746.6514万人民币,500-999人,互联网金融,上海浦东新区银山路183号5号楼,31.244551,121.5804
深圳,天和时代,战略投资,5380万人民币,100-499人,通信业,研发：深圳市福田区梅林多丽工业区厂房2栋406室;工厂（总部）：深圳市龙岗区南湾街道下李朗旗丰数字科技园A栋3楼,22.543099,114.057868
上海,上海爱会客信息科技有限公司,C轮,300.7519万人民币,50-99人,互联网/电商,徐汇区桂平路418号漕河泾国际孵化中心A区28楼,31.164774,121.405234
深圳,深圳市卓越方达科技有限公司,未融资,500万人民币,100-499人,计算机软件,罗湖人民北路3092号物质大厦411,22.553924,114.121032
上海,上海阜鼎信息科技有限公司,A轮,2000万人民币,50-99人,互联网/电商,上海静安区西康路223号东隆友邦大厦410室,31.230099,121.45023
上海,ETOCRM,未融资,1080万人民币,50-99人,互联网/电商,上海市徐汇区斜土路2899甲号光启文化广场A座10楼,31.18458,121.441348
北京,骑摆客科技,A轮,2036.2452万人民币,100-499人,互联网/电商,北京市朝阳区望京北路9号叶青大厦D座418,40.013024,116.469593
深圳,银拓科技,未融资,500万人民币,1-49人,计算机软件,深圳市南山区高新南五道9号金证科技大楼205室    ,22.53512,113.94759
北京,北咨信息工程咨询北京,未融资,2000万人民币,100-499人,互联网/电商,北京市西城区复兴门南大街甲2号天银大厦A西座5层,39.904529,116.35798
北京,国研信息,未融资,2000万人民币,100-499人,IT服务,北京市东城区朝阳内大街298号瀚海科技大厦6层,39.922949,116.41913
上海,资友上海,未融资,500万人民币,100-499人,互联网/电商,上海市徐汇区银都路466号九润商务大厦8楼808,31.106669,121.4514
北京,智汇邦,未融资,500万人民币,50-99人,社交网络,北京市西城区西直门外大街 18 号金贸大厦 c2 座 602 室,39.938816,116.349405
北京,北京新创互联科技有限公司,未融资,1000万人民币,100-499人,互联网/电商,姚家园产业园B座浪尖小镇东门一层,39.945552,116.52067
北京,北京常青竹科技,未融资,100万人民币,50-99人,互联网/电商,北京海淀区中关村南大街乙12号天作国际大厦B座10层,39.961025,116.323498
深圳,铱云科技,C轮,101.7483万人民币,100-499人,计算机软件,深圳市南山区科技园北区清华信息港B栋10层,22.553009,113.946758
北京,中联创投电子商务,B轮,5000万人民币,100-499人,互联网/电商,北京市海淀区海淀大街38号银科大厦801号,39.98184,116.30642
深圳,微品致远,B轮,11041.6667万人民币,100-499人,互联网/电商,深圳市南山区深圳湾科技生态园12B裙楼8层,22.530438,113.952696
上海,帝奥,未融资,,100-499人,电子/芯片/半导体,上海市闵行区吴中路1799号万象城D栋,31.169621,121.364542
北京,大唐电信科技产业,B轮,570000万人民币,2000-5000人,通信业,北京市海淀区学院路40号,39.979694,116.35486
深圳,致远速联,未融资,2750万人民币,50-99人,计算机软件,罗湖区中深国际大厦,22.552811,114.104899
北京,站酷,B轮,1000万人民币,100-499人,互联网/电商,北京市朝阳区酒仙桥中路26号鸿运大厦4层,39.9763,116.49211
上海,上海炳恒资产管理有限公司,未融资,3010万人民币,2000-5000人,互联网/电商,上海市黄浦区延安东路222号（外滩中心）2204B,31.232561,121.48759
北京,掌上汇通,A轮,2707.2504万人民币,100-499人,互联网/电商,北京市朝阳区京顺路5号曙光大厦C座5层,39.963491,116.45132
深圳,华视瑞通,未融资,1000万人民币,100-499人,互联网/电商,深圳市福田区天健工业区8栋5楼,22.550505,114.041413
北京,鼎开互联,未融资,2851.2196万人民币,100-499人,互联网/电商,北京市海淀区彩和坊路11号华一控股大厦13层,39.98157,116.30785
上海,上海邦卓电子设备有限公司,未融资,50万人民币,1-49人,电子/芯片/半导体,长宁区仁达商务楼,31.208604,121.430175
北京,神州付科技北京,未融资,1000万人民币,100-499人,互联网/电商,北京市海淀区太月园1号楼泰跃商务中心5层,39.975049,116.348151
北京,中大网视,战略投资,3300万人民币,50-99人,互联网/电商,北京西单,39.910751,116.37281
上海,果艺网络科技(上海)有限公司,未融资,200万人民币,1-49人,游戏开发,上海浦东新区航都路18号207室,31.035522,121.612805
北京,华友数码,未融资,10000万人民币,1-49人,互联网/电商,北京市朝阳区霄云路28号网信大厦B座2层,39.958653,116.465289
上海,广州泰思管理科技有限公司,战略投资,7726.59万人民币,100-499人,互联网/电商,上海市黄浦区建国中路29号国信商务大厦3102、3106室,31.209748,121.470914
