city,company_name,finance_status,registered_capital,recruit,field,location,latitude,longitude
上海-普陀区,宁波开心投资有限公司,未融资,50000万人民币,50-99人,快消品,我格广场,31.238219,121.423036
深圳-福田区,金农壹号科技(深圳)有限公司,未融资,500万人民币,50-99人,快消品,福华路兆邦基金融大厦,22.534351,114.067668
上海-徐汇区,上海麦威迪实业有限公司,未融资,5000万人民币,100-499人,家具/家电,宜山路407号尚光徐汇中心5楼512-523,31.185908,121.430371
广州-番禺区,广州市怡生园食品有限公司,未融资,500万人民币,100-499人,快消品,钟村万宝基地北街51号,22.993091,113.30164
上海-嘉定区,晨风(江苏)服装有限公司上海浦东分公司,未融资,,100-499人,服装纺织,昆山花桥国际商务城晨风路2号晨风集团,31.28441,121.122627
广州-天河区,HALEBOSS,未融资,1000万人民币,100-499人,服装纺织,林和东路285号峻林大厦37,23.147045,113.326269
广州-花都区,广州市果美味食品有限公司,未融资,1500万人民币,100-499人,快消品,花山镇106国道精益大厦旁,23.419737,113.26496
上海-闵行区,玩具反斗城(中国)商贸有限公司,未融资,13306.2万人民币,1000-2000人,批发零售,宜山路2000号利丰广场主楼1号楼16楼玩具反斗城,31.167689,121.387162
上海-黄浦区,杼秀(上海)实业有限责任公司,未融资,500万人民币,1-49人,租赁服务,局门路550号,31.200687,121.482781
广州-白云区,广州蜗蜗化妆品有限公司,未融资,500万人民币,100-499人,快消品,广州市白云区新市街汇桥南路百信领寓A塔17楼整层。,23.194429,113.259946
上海-普陀区,绍兴柯桥露特斯进出口有限公司,未融资,500万人民币,50-99人,服装纺织,长寿路868号中港汇5F,31.23529,121.43049
上海,毅特,未融资,800万人民币,50-99人,服装纺织,上海市虹口区海宁路307号爱思大厦15楼,31.250731,121.487119
广州,翎美,战略投资,500万人民币,100-499人,服装纺织,广州市白云区沙太北路(同沙路)283号天健ID CITY创意园10栋201室,23.195448,113.334793
北京,FAB精彩集团,,3000万人民币,500-999人,互联网/电商,北京市石景山区石景山路22号万商大厦21层,39.90607,116.21962
广州,北京华恩投资有限公司旗下爱亲母婴生活馆,,5000万人民币,100-499人,快消品,广州市越秀区中山三路33号中华国际中心B座60层6001室,23.12535,113.28259
广州,淘淘乐,未融资,50万人民币,100-499人,批发零售,广东省广州市白云区云城西路888号白云绿地中心42楼02-04室   公司网址：http://www.99TTL.com,23.180757,113.269285
上海,上海松谷国际贸易有限公司,未融资,174.2万人民币,1-49人,快消品,上海市浦东新区峨山路633号B106室,31.232395,121.52159
上海,上海萧雅生物科技有限公司,A轮,2638.8889万人民币,50-99人,快消品,平型关路108弄37号4楼,31.267269,121.46564
广州-白云区,广州野城酒具用品有限公司,未融资,500万人民币,50-99人,快消品,建发广场,23.168115,113.25992
深圳-宝安区,深圳市卡丁宝贝儿童用品科技有限公司,未融资,600万人民币,50-99人,珠宝/玩具/工艺品,航城街道固戍开发区泰华梧桐岛工业园2A5楼,22.605709,113.8385
上海-闵行区,上海兮纳文化传播有限公司,未融资,200.2万人民币,1-49人,服装纺织,宁谷国际505,31.136986,121.406806
北京,北京恒湃国际贸易有限公司,,1000万人民币,100-499人,批发零售,东城区崇文门外大街8号院1号楼东座5层,39.899874,116.420542
北京-朝阳区,北京观云科技有限公司,A轮,1107.33万人民币,50-99人,快消品, 达美中心,39.937381,116.515948
深圳-福田区,深圳润信农产品批发市场股份有限公司,未融资,10000万人民币,100-499人,快消品,中国凤凰大厦,22.541286,114.064841
广州,广州市欧亚床垫家具有限公司,未融资,3200万人民币,500-999人,家具/家电,广州市越秀区万福路133号穗宝大厦,23.12013,113.27492
上海,爱诺特卡酒业,未融资,4757.0万人民币,1-49人,批发零售,上海市长宁区凯旋路369号龙之梦雅仕大厦,31.21568,121.41602
北京,上海新冠美,未融资,,50-99人,家具/家电,北京市朝阳区惠河南街1008号四惠大厦多功能楼一层,39.905842,116.514211
北京,北京银河万达百货有限公司,未融资,1000万人民币,100-499人,批发零售,北京石景山区万达广场,39.905599,116.22609
北京,东方邦信创业投资,未融资,50000万人民币,100-499人,快消品,北京市东城区建国门内大街28号民生金融中心B座19层,39.90747,116.420749
上海,零到七贸易(上海)有限公司,未融资,1558.78万人民币,500-999人,服装纺织,闵行区漕宝路1687号2号楼,31.158847,121.372419
上海,江苏鸿轩生态农业有限公司上海分公司,未融资,,500-999人,快消品,上海市闸北区江场西路180号（和典创意园）7幢9楼,31.298619,121.44548
上海-闵行区,上海绿照实业有限公司,未融资,1000万人民币,50-99人,快消品,宜山路2301弄九歌商务中心3号302室,31.165326,121.381784
深圳,贝洛安玛蕾娜,,1000万人民币,100-499人,服装纺织,深圳市福田区上梅林梅华路105号多丽工业区科技楼1207,22.5637,114.05573
广州-荔湾区,广州杰迪贸易有限责任公司,,100万人民币,1-49人,批发零售,龙溪大道蟠龙村广州丹奇工业大厦斜对面83号4楼,23.068274,113.185206
上海-黄浦区,OOAK 上海璞桐服装有限公司,A轮,111.111万人民币,100-499人,批发零售,南苏州路955号211室,31.240442,121.473494
上海,上海圣汐服饰有限公司,未融资,500万人民币,50-99人,服装纺织,渡口空间,31.206654,121.502915
上海,家加(上海)家居有限公司,未融资,1340.0万人民币,1-49人,批发零售,上海市黄浦区局门路457号8号桥主楼105室   ,31.202578,121.482772
上海,上海和安投资管理有限公司,,1000万人民币,5000-10000人,批发零售,越洋广场,31.223142,121.447609
上海-松江区,上海优家家具股份有限公司,未融资,1000万人民币,500-999人,家具/家电,上海市松江区闵塔路1315号,31.032243,121.227747
北京-朝阳区,闪电计划(北京)生物科技有限公司,A轮,640.4452万人民币,50-99人,电子商务,北京 - 朝阳区 - 双井 - 西大望路27号尚8北京设计园107室,39.885508,116.481556
深圳,创首科技(深圳)有限公司,未融资,67.0万人民币,100-499人,珠宝/玩具/工艺品,福田区卓越大厦,22.537868,114.051113
北京,万和恒基贸易有限公司,未融资,5000万人民币,1-49人,批发零售,ifc大厦,39.907686,116.452827
上海-闵行区,上海胜宝时装整理有限公司,未融资,402.0万人民币,50-99人,服装纺织,联达路290号,31.062973,121.514609
上海,晨光科力普,战略投资,66000万人民币,1000-2000人,办公设备,上海市徐汇区古美路1528号A2幢晨光科技大厦11、12层,31.164589,121.39779
北京,优品联动,未融资,100万人民币,50-99人,快消品,北京市海淀区罗庄西里碧兴园b座27层,39.974472,116.343721
广州,迈德乐(广州)糖果有限公司,未融资,9681.5万人民币,500-999人,快消品,广州市番禺区沙湾镇福冠路福正西街2号,22.91623,113.33679
深圳,深圳市姚氏珠宝首饰有限公司,未融资,3000万人民币,500-999人,珠宝/玩具/工艺品,深圳市罗湖区南湖路国贸商住大厦16A,22.542055,114.120325
北京,北京海鹰上好食品有限公司,未融资,1000万人民币,1-49人,快消品,北京市丰台区刘家窑桥东嘉业大厦一期B座12层1202,39.85755,116.42804
北京-丰台区,北京德驰家居用品有限公司,未融资,50万人民币,1000-2000人,家具/家电,丽泽居然之家3号门德驰家居,39.871668,116.310176
广州-海珠区,尚牌避孕套,未融资,600万人民币,50-99人,批发零售,海珠区新港东路1088号中洲中心交易中心1803室,23.097494,113.369321
广州-天河区,十指玉(广州)生物科技有限公司,,20万人民币,1-49人,批发零售,龙口东路龙晖大厦1303,23.13651,113.34095
深圳-南山区,广东索可诗实业有限公司,未融资,200万人民币,100-499人,快消品,侨城北智慧广场A栋1单元301,22.550052,113.982197
上海,上海德垣餐饮管理有限公司,,200万人民币,50-99人,快消品,宝山区淞南镇淞良路10号同济创园7幢1105室,31.333699,121.491567
深圳,必胜益康家居用品(深圳)有限公司,,1409.01万人民币,100-499人,家具/家电,宝安区石岩街道水田社区捷和工业城厂房E栋4楼,22.688479,113.968514
北京-顺义区,北京天富盈国际贸易有限公司,未融资,2500万人民币,50-99人,快消品,安泰大街九号院中粮祥云小镇8号楼601,40.089989,116.535644
北京,心飞家园(北京)科技有限公司,,30万人民币,1000-2000人,家具/家电,阜外大街甲28号,39.925397,116.337771
上海,上海云涛纺织品有限公司,未融资,100万人民币,1-49人,服装纺织,上海市杨浦区宁国路228号808,31.265291,121.53742
深圳,深圳宝之泉贸易有限公司,,100万人民币,50-99人,快消品,深圳市龙岗区中心城正中时代广场A座2502,22.728233,114.251387
上海,麦恺胜(上海)食品有限公司,未融资,469.0万人民币,1-49人,快消品,青浦工业园区汇金路1318号,31.181377,121.151983
上海,上海旭捷实业投资有限公司,未融资,3000万人民币,50-99人,房地产/建筑,上海市虹口区邯郸路173号1号楼108室（物业办公室）,31.294749,121.499909
北京,北京金羽杰服装有限公司,未融资,1000.000000万人民币,500-999人,服装纺织,北京市朝阳区建国路93号万达广场12座25层,39.909134,116.471313
上海,上海臻杰实业有限公司,未融资,100万人民币,1000-2000人,快消品,上海市 闵行区 顾戴路 2000弄 11号,31.230416,121.473701
广州-黄埔区,广州天玺生物科技有限公司,未融资,600万人民币,100-499人,个人护理品,广州经济技术开发区永和经济区来安一街3号,23.203345,113.544852
上海-静安区,上海堡尼实业发展有限公司,未融资,1000万人民币,500-999人,服装纺织,上海是静安区江场西路299弄3号楼堡尼中心11F,31.29631,121.44175
北京,北京英泰弘业家居用品有限公司,未融资,100万人民币,100-499人,批发零售,航丰路13号崇新大厦B座,39.83012,116.281075
上海,逸耘居投资上海,,160.8万人民币,100-499人,互联网/电商,上海市静安区青海路118号云海苑23楼,31.2289,121.46405
上海,上海珩强工贸有限公司,未融资,50万人民币,1-49人,批发零售,浦东新区南汇工业园区园西路99号,31.035417,121.710699
深圳,深圳市合口味食品,未融资,4000万人民币,500-999人,快消品,深圳市合口味食品有限公司,22.668433,113.937914
广州-白云区,云虹信息科技(广州)有限公司,,50万人民币,1-49人,服装纺织,西槎路465号康乃馨商贸大厦1202,23.16427,113.233946
广州-番禺区,广州伍邦智能设备有限公司,未融资,1008万人民币,1-49人,办公设备,石基镇大龙街金龙路193号,22.968833,113.427789
广州-天河区,广东保椿生活科技有限公司,未融资,1000万人民币,50-99人,家具/家电,维多利亚广场A栋14楼1405,23.135175,113.321089
广州,广州新顺食品有限公司,未融资,3000万人民币,500-999人,快消品,广州市越秀区豪贤路102号汇德国际大厦22楼,23.13041,113.27465
广州-天河区,广州高群商贸有限公司,未融资,100万人民币,2000-5000人,批发零售,珠江新城高德置地冬广场G座,23.12015,113.32707
北京,北京海晏堂海洋科技发展有限公司,未融资,1000万人民币,100-499人,快消品,朝阳区东三环中路乙十号艾维克大厦1205A,39.905191,116.462656
广州-海珠区,雅都,未融资,100万人民币,100-499人,服装纺织,广州市海珠区聚德东南街14号4栋2楼,23.083801,113.317388
北京,智慧金投资,未融资,1000万人民币,1-49人,奢侈品/收藏品,东三环东路39号建外SOHO西区13号楼21层,39.898866,116.462036
北京-通州区,TATA木门,未融资,5000万人民币,10000人以上,家具/家电,宝佳路11号,39.851604,116.797772
深圳,葡萄技术,B轮,142.7007万人民币,50-99人,批发零售,深圳市南山区科技园高新中四道31号研祥科技大厦7楼A单元,22.54203,113.93298
广州-花都区,广州市福立达电器有限公司,未融资,100万人民币,100-499人,家具/家电,迎宾大道179号京仕广场A座9F,23.375143,113.258303
深圳-福田区,深圳鸿百商用设备有限公司,未融资,100万人民币,1-49人,批发零售,八卦岭工业区542栋通益大厦东座611室,22.561034,114.09673
深圳-南山区,内蒙古快乐小羊餐饮管理有限公司,未融资,5000万人民币,500-999人,快消品,软件园三航科技大厦502,22.53575,113.95375
广州,广州哈雷戴维森,,500万人民币,100-499人,奢侈品/收藏品,番禺区大石街南大路2号百世家居一楼,23.0114,113.33635
广州-荔湾区,广州市亦修服饰有限责任公司,未融资,10万人民币,100-499人,服装纺织,西增路63号创意元素创业园E6北座,23.144909,113.237384
上海-长宁区,美视(上海)办公系统有限公司,,500万人民币,1-49人,办公设备,南丰城A楼,31.207099,121.407427
广州-天河区,深圳布丽奥瑞餐饮管理有限公司,未融资,1400万人民币,1-49人,快消品,珠江新城凯华国际中心,23.117469,113.327028
北京-朝阳区,上海摹娜咖文化传媒有限公司,,700万人民币,50-99人,服装纺织,亮马桥路48号（四季酒店内）,39.950268,116.46641
广州,思埠集团,未融资,500万人民币,100-499人,快消品,花都区迎宾大道123号名高思埠大厦13F,23.397493,113.243815
北京,荣麟世佳（北京）家具制造有限公司,未融资,200万人民币,1000-2000人,家具/家电,大兴天华北街5号院绿地启航国际3号楼2层,39.690984,116.313385
深圳-宝安区,北京琥珀琅轩商贸有限公司,未融资,3万人民币,1-49人,珠宝/玩具/工艺品,松岗中亚研发大厦,22.7636,113.83229
上海,FANCL,未融资,1340.0万人民币,500-999人,快消品,南京西路1717号会德丰国际广场,31.221582,121.444773
上海,丹赛尔,未融资,500万人民币,1-49人,快消品,上海市浦东新区浦东大道1089号中信五牛城B座34D,31.242078,121.531013
上海,新世界百货,未融资,100500.0万人民币,10000人以上,批发零售,上海市浦东新区浦建路76号,31.208829,121.51944
广州,鼎欧时尚服饰,未融资,150万人民币,100-499人,服装纺织,广州市海珠区新港中路397号TIT创意园创意大道5号,23.098711,113.32566
广州,广州医药有限公司,战略投资,222700万人民币,2000-5000人,批发零售,中国广东省广州市大同路97号8楼,23.11229,113.24153
上海,上海盛世欣兴格力贸易有限公司,未融资,500万人民币,500-999人,家具/家电,普陀区金沙江路1759号圣诺亚大厦,31.230416,121.473701
深圳-福田区,深圳福能达空气与水科技发展有限公司,未融资,5000万人民币,100-499人,快消品,车公庙本元大厦22A,22.535205,114.026222
上海-杨浦区,上海居尚,未融资,100万人民币,100-499人,家具/家电,上海市杨浦区国顺东路19号首东国顺大厦5F,31.304035,121.541868
上海-静安区,斯堪的纳维亚贸易(上海)有限公司,,1260.0万人民币,1-49人,家具/家电,延平路,31.231278,121.439254
上海-静安区,汤美费格(上海)服饰有限公司,未融资,3350.0万人民币,1000-2000人,服装纺织,静安区安远路555号11楼,31.236912,121.439377
北京-海淀区,彼悦(北京)科技有限公司,A轮,421.436万人民币,50-99人,服装纺织,学院路768创意园,40.00905,116.350509
上海,黄金甲实业有限公司,未融资,10000万人民币,50-99人,珠宝/玩具/工艺品,长宁区协和路文洋大厦,31.222937,121.353694
北京,奥玛玛(北京)品牌管理有限公司,未融资,1000万人民币,50-99人,批发零售,北京市朝阳区建国门外大街8号IFC大厦808室,39.907746,116.452958
上海,上海广酒食品发展有限公司,未融资,2000万人民币,1-49人,快消品,普陀区金沙江路1518弄近铁城市广场2号楼912室,31.232885,121.382145
深圳,深圳盛宝联合谷物股份有限公司,未融资,5972.8507万人民币,500-999人,快消品,罗湖区清水河街道清水河一路52号博兴大厦第14层,22.578461,114.111612
上海-宝山区,上海香宝机械设备有限公司,未融资,50万人民币,100-499人,办公设备,宝山区大康路375号2楼,31.319365,121.4266
广州,广州新策动互联网科技有限公司,,200万人民币,50-99人,快消品,白云区黄石街道黄石东路coco大院4栋4楼,23.207097,113.272336
广州,保磁(广州)磁性材料有限公司,,1407.0万人民币,100-499人,珠宝/玩具/工艺品,广州市花都区新华街平步大道西大观园路9号,23.401254,113.156875
上海,依聂素,未融资,201.0万人民币,100-499人,服装纺织,来福士办公楼,31.233077,121.476711
广州,索芙特集团,,1000万人民币,100-499人,快消品,广晟国际大厦12楼,23.12513,113.323149
广州,memory in两个小朋友,未融资,310万人民币,50-99人,服装纺织,荔湾区黄沙大道粤南大街25-29号荔河大厦2325房,23.123526,113.228961
深圳,魔吻首饰研发(深圳)有限公司,未融资,1000万人民币,50-99人,珠宝/玩具/工艺品,深圳市京基100大厦A座21楼魔吻,22.54397,114.106631
深圳,深圳市东方盛世游艇股份有限公司,未融资,2000万人民币,1-49人,奢侈品/收藏品,罗湖区深南东路地王大厦6309,22.542742,114.110723
上海,上海利郎,未融资,10200.0万人民币,500-999人,服装纺织,上海市长宁区金钟路633号B座6层,31.220014,121.360245
上海-普陀区,泉度卫浴,未融资,1000万人民币,50-99人,家具/家电,中山北路2000号中期大厦904室,31.24891,121.43188
广州,广州食悦行食品有限公司,未融资,500万人民币,1-49人,快消品,天河区珠江新城华明路9号华普广场西塔1709至1710,23.122786,113.316295
上海-闵行区,上海琅瑞国际贸易有限公司,未融资,200万人民币,1-49人,服装纺织,闵行区莲花路1555号华一实业大厦1418室,31.160635,121.393592
上海,上海煜朗,未融资,200万人民币,1-49人,家具/家电,中江路388弄国盛中心2号楼903室,31.225989,121.39391
广州-天河区,广东马内尔服饰有限公司,未融资,2580万人民币,100-499人,服装纺织,华穗路双城国际写字楼11楼,23.120057,113.318106
深圳,深圳市红衣龙服饰有限公司,未融资,50万人民币,100-499人,服装纺织,南山区南油第四工业区-5栋3楼,22.539878,114.019526
上海,诺霸精密机械(上海)有限公司,,683.4万人民币,50-99人,批发零售,闵行区宜山路1618号E栋（漕河泾高科技开发园区）,31.169231,121.392538
上海-黄浦区,加拿大海鲜渔业公司上海代表处,未融资,,1-49人,快消品,南京西路,31.223989,121.450241
上海,真香无界香水贸易(上海)有限公司,未融资,100万人民币,1-49人,批发零售,铜仁路299号4801室,31.226847,121.448624
上海-闵行区,克明食品,未融资,5000万人民币,500-999人,快消品,七莘路华商时代广场,31.164217,121.342719
深圳,凯迪仕智能,天使轮,3626.64万人民币,500-999人,家具/家电,南山区清华信息港研发楼B座9层,22.552966,113.946389
北京-朝阳区,北京吉芬时装设计股份有限公司,A轮,7279.7667万人民币,100-499人,服装纺织,五里桥一街一号院非中心商务花园24栋楼,39.929083,116.613043
上海-虹口区,北京米欧米光学科技有限公司,未融资,1000万人民币,100-499人,批发零售,东江湾路151号,31.26653,121.47975
广州-天河区,深圳市掌赢天下科技有限公司,未融资,500万人民币,1-49人,快消品,平和,23.12468,113.3612
广州,普利嘉,未融资,1000万人民币,50-99人,快消品,广州市越秀区先烈中路80号汇华商贸大厦2606室,23.136559,113.29539
上海,东特生物,未融资,8000万人民币,50-99人,快消品,上海市长宁区金钟路999号虹桥国际科技广场D座2楼,31.219499,121.352088
广州,依波路,未融资,2000万人民币,100-499人,奢侈品/收藏品,广州市天河区太古汇一座701,23.13407,113.33331
深圳,深圳市盛天龙视听科技有限公司,未融资,2000万人民币,50-99人,批发零售,宝安区71区留仙二路三巷16号盛天龙创新谷,22.583231,113.915416
上海,九色生活,未融资,100万人民币,100-499人,快消品,上海市青浦区徐泾镇双联路388号2号楼5层,31.18937,121.26515
广州,丹姿集团,未融资,2300万人民币,1000-2000人,快消品,广州市白云区新市墟齐富路正阳大厦801,23.19477,113.26521
广州,广州市熹绒贸易有限公司,未融资,100万人民币,1-49人,服装纺织,广州市海珠区龙潭村南约万年东三横街16号,23.077369,113.335787
上海,益海嘉里家乐氏食品(上海)有限公司,,25788.3万人民币,100-499人,快消品,上海浦东新区博成路1379号金龙鱼大厦,31.18392,121.486275
上海,邻侍商贸,未融资,1000万人民币,100-499人,批发零售,波阳路16号 波阳创业园 ,31.270461,121.549235
广州-天河区,无穷食品有限公司,未融资,10900万人民币,2000-5000人,快消品,天河区五山街大丰路16号，自编33号,23.150374,113.373182
广州,杰丽斯(广东)日用品有限公司,未融资,4020.0万人民币,100-499人,快消品,广州经济技术开发区永和区永华路29号,23.22348,113.566079
广州,江西卓尔金属设备集团有限公司广州分公司,未融资,,50-99人,家具/家电,广州市白云区江夏北二路云商易城A102（地铁二号线江夏出口附近））,23.213891,113.283119
广州,新供销,未融资,6580.22万人民币,100-499人,快消品,广州市中山八路46号天润大楼,23.125797,113.235813
广州,松下万宝美健生活电器(广州)有限公司,,23115.0万人民币,1000-2000人,家具/家电,番禺区钟村万宝工业基地万宝北街33号,23.1139,113.301194
上海,上海诚上诚纺织品有限公司,未融资,1000万人民币,1-49人,服装纺织,虹口区海泰国际大厦29楼,31.249561,121.485199
北京,北京盛世海腾贸易有限公司,未融资,3000万人民币,1-49人,快消品,丰台区银地西路18号北水嘉伦综合楼南楼5层,39.813961,116.330391
广州,广州银曼,未融资,1000万人民币,100-499人,服装纺织,广州市天河区体育西路103号维多利广场A1803,23.135011,113.32105
上海-静安区,上海毓舒雅贸易有限公司,,1000万人民币,1-49人,批发零售,恒丰路668号华森钻石商务广场B座办伴三层306室,31.247609,121.45143
广州-海珠区,完美日记化妆品(广州)有限公司,,100万人民币,2000-5000人,快消品,保利中悦广场32楼,23.083801,113.317388
上海-虹口区,赛诺贝斯CRM整合营销机构,未融资,,500-999人,租赁服务,花园路128号7街区A座3051,31.270438,121.473186
广州-海珠区,广州欧泉琳化妆品有限公司,,100万人民币,100-499人,B2B,保利叁悦B塔1311室,23.102081,113.384449
上海,零到七贸易(中国)有限公司,,5000万人民币,1-49人,批发零售,闵行区漕宝路1687号,31.158784,121.372409
广州-南沙区,广州市珠江莲蓉食品有限公司,未融资,600万人民币,100-499人,快消品,南沙区东涌镇大鱼公路360号,22.882828,113.416771
广州-天河区,广东海华投资集团有限公司,未融资,3000万人民币,5000-10000人,服装纺织,珠江西路17号广晟国际大厦21层,23.12513,113.323149
北京,威尔德(北京)香精有限公司,,700万人民币,100-499人,快消品,北京经济技术开发区中和街19号,39.802884,116.520499
北京,卓华尔科技,未融资,500万人民币,100-499人,互联网/电商,北京市朝阳区南湖西园302号楼106商铺,39.990001,116.45448
北京,物美控股集团有限公司,未融资,80000万人民币,10000人以上,快消品,海淀区西四环北路158号西楼慧科大厦11层人力资源部,39.933251,116.27638
北京-丰台区,北京老银匠饰品有限公司,未融资,2000万人民币,100-499人,珠宝/玩具/工艺品,王佐镇长青路105号,39.799769,116.151314
广州,比音勒芬服饰,IPO上市,30827.63万人民币,1000-2000人,服装纺织,广州市番禺区南村镇兴业大道309号比音勒芬大厦,22.99376,113.36254
广州,格风服饰,未融资,3303万人民币,2000-5000人,服装纺织,广州市白云区均禾街罗岗村大圳自编1号,23.245945,113.268405
广州,嘉亘服饰,未融资,300万人民币,500-999人,服装纺织,广州番禺区大石镇植村工业四路二十号,23.006555,113.33008
深圳,蝶讯网科技深圳,未融资,3629.6万人民币,100-499人,互联网/电商,深圳市福田区福强路4001号深圳市文化创意园二期A座605,22.518352,114.045352
上海,上海去野企业发展有限公司,,166.6666万人民币,50-99人,服装纺织,静安区沪太路1111弄1号楼12楼,31.27886,121.427174
深圳,深圳市联宇通科技有限公司,未融资,336万人民币,2000-5000人,批发零售,深圳市福田区华强北街道中航路东侧都会100大厦B座,22.54179,114.084906
北京,贵州汇善谷水晶矿泉水业有限责任公司,未融资,6400万人民币,50-99人,酒水,海淀区首体南路9号主语国际7号楼1801号,39.933048,116.324228
北京,中国铁路物资集团有限公司,未融资,700000万人民币,10000人以上,批发零售,海淀区复兴路17号国海广场C座,39.909362,116.312584
广州-荔湾区,广州市泰海体育用品有限公司,未融资,100万人民币,1-49人,批发零售,广州市荔湾区信义路24号七喜创意园,23.094593,113.2446
广州,索典,未融资,500万人民币,100-499人,服装纺织,广州市海珠区礼岗路10号A座5楼,23.08622,113.27714
深圳,深圳市海雅商业股份有限公司,未融资,20000万人民币,2000-5000人,房地产/建筑,深圳市南山区海德三道天利中央商务广场A座30楼,22.51825,113.93361
上海,屈臣氏上海,未融资,5000万人民币,10000人以上,批发零售,上海市肇嘉浜路789号均瑶国际广场25楼,31.197979,121.44849
北京-丰台区,北疆国控农村(北京)商行有限公司,,1000万人民币,1-49人,服装纺织,方庄小区芳星园二区5号,39.865017,116.435996
广州-海珠区,广州市韩后电子商务有限公司,未融资,100万人民币,1000-2000人,快消品,工业大道南海珠创意产业园11-1栋东梯6楼,23.057627,113.292648
上海,上海三润,未融资,600万人民币,100-499人,服装纺织,上海市普陀区云岭东路599号2号楼4楼,31.223192,121.383731
广州,奇姬,未融资,208万人民币,100-499人,快消品,广州市越秀区东风中路时代地产中心3105室,23.130461,113.272
上海,中国个人防护网,未融资,200万人民币,1-49人,批发零售,上海市松江区莘砖公路258号34号楼8FD,31.092839,121.3246
北京,王子羊,,400万人民币,500-999人,专业服务,北京市海淀区西四环北路158号慧科大厦西楼,39.933251,116.27638
上海,三荣源(上海)食品原料有限公司,,4891.0万人民币,1-49人,快消品,上海市莘庄工业区华宁路2888弄333号1号楼,31.046163,121.374055
北京,英联马利(北京)食品销售有限公司,,39965.5万人民币,1000-2000人,快消品,北京市朝阳区朝阳北路237号复星国际中心1908室     ,39.924122,116.455548
北京,北京善藏商业连锁管理有限公司,未融资,3000万人民币,100-499人,信托/担保/拍卖,北京 海淀区友谊宾馆 苏园写字楼 15单元2层,39.965747,116.320119
上海,上海生一投资管理有限公司,未融资,200万人民币,100-499人,快消品,上海松江九亭金马路77号1号楼,31.118,121.31444
上海,上海张江企业孵化器经营管理有限公司,未融资,21000万人民币,1-49人,专业服务,上海市浦东新区张江高科技园区张东路1387号16幢D座2楼（张江集团本部） ,31.218659,121.63362
上海,红富士家纺,未融资,7283万人民币,1000-2000人,服装纺织,上海市闵行区景联路439号,31.10005,121.44377
上海,丽婴房婴童用品,未融资,29614.0万人民币,1000-2000人,批发零售,上海闵行区七莘路1855号丽婴房大楼,31.136041,121.36163
上海,洪天景业,未融资,100万人民币,100-499人,贸易/进出口,曹杨路450号,31.23668,121.41985
上海,程氏天胧行,,100.5万人民币,1-49人,服装纺织,嘉定区华江路720号209室（歆翱商务大厦）,31.243363,121.481331
广州-荔湾区,广州行云国界文化传播有限公司,,100万人民币,1-49人,服装纺织,中山七路68号3楼,23.1257,113.25221
上海,上海和正激光仪器有限公司,,100万人民币,1-49人,批发零售,徐汇区斜土路1175号409室,31.199803,121.465117
上海,上海蔬康网络科技有限公司,未融资,2300.436万人民币,100-499人,批发零售,浦三路3058号长青企业广场266室,31.151785,121.537356
广州-海珠区,广州博润生物科技有限公司,未融资,175万人民币,100-499人,快消品,叁悦广场,23.101629,113.385159
上海,上海雷振实业有限公司,未融资,320万人民币,50-99人,批发零售,上海徐汇区肇嘉浜路798号坤阳国际大厦1709室,31.198373,121.445581
北京,浙江银泰百货有限公司北京分公司,未融资,,5000-10000人,批发零售,北京市朝阳区四惠东通惠河畔创意文化产业园1063号3幢1063-3,39.90403,116.407526
广州-海珠区,欧韵佳服饰,未融资,100万人民币,100-499人,服装纺织,广州市海珠区工业大道中313号东方红创意园A区东6栋,23.083801,113.317388
上海,Lesaffre,未融资,1340.0万人民币,1000-2000人,快消品,徐汇区,31.188523,121.436525
上海,上海盛泰百货有限公司,未融资,5000万人民币,100-499人,批发零售,上海市徐汇区沪闵路9001-3号（上海南站下层式广场内）,31.152132,121.431523
上海,kolumb,未融资,300万人民币,1000-2000人,服装纺织,上海市徐汇区宜山路900号科技产业大厦B栋8楼,31.171989,121.40198
北京-海淀区,北京小威科技孵化器有限公司,未融资,1000万人民币,1-49人,租赁服务,上地信息路甲28号科实大厦D座11层,40.034058,116.312077
广州-番禺区,广州菲歌健康科技有限公司,未融资,100万人民币,50-99人,家具/家电,广州番禺区迎宾大道岭南电商园1街4楼42号,23.038177,113.316658
上海,深圳沃得电子商务有限公司,,200万人民币,500-999人,批发零售,人民广场,31.228833,121.47519
广州-番禺区,广州悠哈乐器有限公司,未融资,300万人民币,1-49人,奢侈品/收藏品,桥南街道聚宝路102号,22.924269,113.370149
广州-白云区,广东冠初味科技有限公司,未融资,1000万人民币,50-99人,批发零售,广州市白云区松洲街道睿晟国际写字楼14楼1407A室,23.156824,113.222838
北京-朝阳区,北京鹦鹉岛科技发展有限公司,未融资,500万人民币,50-99人,快消品,泰利明苑A座205,39.962939,116.404478
上海-闵行区,天津顶巧餐饮服务咨询有限公司,未融资,134.0万人民币,5000-10000人,快消品,吴中路1686号W广场B栋9楼,31.172964,121.369821
深圳-龙华区,深圳市花卷科技有限公司,未融资,100万人民币,1-49人,批发零售,民治街道1970科技小镇8栋607,22.618696,114.046786
上海,恰尔思实业(上海)有限公司,,8000万人民币,50-99人,批发零售,中国（上海）自由贸易试验区西里路55号1587A室,31.358976,121.589953
