restaurant_type,district,city,restaurant_name,address,score,avg_price,review_num,taste_rating,environment_rating,service_rating
烧烤烤串,福田区,深圳,Upper Grill by Edward Kwon(深业上城店),皇岗路5001号深业上城品牌街L2层S221铺,,,3.49,3.49,3.49,3.49
烧烤烤串,福田区,深圳,深更半夜烧烤台,南园街道赤尾社区赤尾村一坊9号101-2,,,3.49,3.49,3.49,3.49
烧烤烤串,福田区,深圳,六号虾湖闹,石厦碉楼巷,,,3.49,3.49,3.49,3.49
烧烤烤串,宝安区,深圳,嘉峪关烧烤吧(万科店),新沙路470号,3.38,,7,3.38,3.36,3.27
烧烤烤串,宝安区,深圳,猴小二把把烧压锅生蚝,圣源华庭(海城路)237号,3.38,,,3.38,3.36,3.27
烧烤烤串,宝安区,深圳,蚝皇音乐烤吧(沙井上寮店),上寮坑尾路万客隆超市3号铺,3,,,3.38,3.36,3.27
烧烤烤串,宝安区,深圳,湖南兄弟烧烤,西乡街道径贝社区径贝新村144号径贝新村144-3号,3,,,3.38,3.36,3.27
烧烤烤串,宝安区,深圳,蒙焱涮烤,新安街道前进一路9号,3,,,3.38,3.36,3.27
烧烤烤串,福田区,深圳,王月烧烤根据地,下梅林裕林花园6栋311号,,14,3.6,3.56,3.62,3.62
烧烤烤串,福田区,深圳,逢烤必赢,深圳福田区新洲九街13B号,,,3.6,3.56,3.62,3.62
烧烤烤串,福田区,深圳,潮味烧烤,华强北街道福强社区华发北路5号龙胜手机市场1层1号9-4,,,3.6,3.56,3.62,3.62
烧烤烤串,福田区,深圳,江西烧烤,沙头街道上沙椰树村六巷1栋103号,,,3.6,3.56,3.62,3.62
烧烤烤串,宝安区,深圳,湛江烧烤,南昌路福兴猪肚鸡隔壁,3.54,,2,3.52,3.47,3.52
烧烤烤串,宝安区,深圳,旮旯胡同小酒馆,前进一路25-1号,3.56,,4,3.56,3.56,3.56
烧烤烤串,宝安区,深圳,莲姐秘制酱香猪蹄小龙虾,麻布社区轻铁西三巷3-3,3.51,,1,3.51,3.51,3.51
烧烤烤串,宝安区,深圳,辉记回味烧烤,福永桥头社区同富路21-16,3.51,,1,3.53,3.53,3.53
烧烤烤串,龙岗区,深圳,林记烧烤(蒲排店),龙城街道浦排新村浦排北九巷二层三号铺,3.55,,1,3.55,3.55,3.55
烧烤烤串,罗湖区,深圳,醉东北锦望铁签小串,文华花园11栋,,,,,,
烧烤烤串,罗湖区,深圳,半岛铁盒,湖贝二街乐园路48号,,,,,,
烧烤烤串,罗湖区,深圳,周小吉烤鸭肠,东门中兴路67号,,2,3.55,3.55,3.55,3.55
烧烤烤串,罗湖区,深圳,阿辉烧烤,南湖街道江背路6号荣兴大厦右侧1楼之二,,,3.55,3.55,3.55,3.55
烧烤烤串,罗湖区,深圳,脆皮鸡腿,黄贝岭路,,,3.55,3.55,3.55,3.55
烧烤烤串,罗湖区,深圳,啊猫隆江鱼粥,东门街道湖贝社区乐园路68号湖贝新村176栋103-1,,,3.55,3.55,3.55,3.55
烧烤烤串,罗湖区,深圳,暂定烧烤店,向西村街向西路72-2,,,3.55,3.55,3.55,3.55
烧烤烤串,罗湖区,深圳,香辣烧烤(草埔店),清水河街道草铺吓围新村111栋102,,,3.55,3.55,3.55,3.55
烧烤烤串,罗湖区,深圳,虾客行海鲜砂锅粥,南湖街道人民南路罗湖村45号49号102铺,,,3.55,3.55,3.55,3.55
烧烤烤串,罗湖区,深圳,鑫仔烧烤,宝岗路90号,,,3.55,3.55,3.55,3.55
烧烤烤串,罗湖区,深圳,圆梦圆烧烤,同心路,,,3.55,3.55,3.55,3.55
烧烤烤串,罗湖区,深圳,竹子林,罗湖村六坊156-1号,15,4,3.56,3.54,3.5,3.54
烧烤烤串,罗湖区,深圳,冠华烧烤,文星花园,,1,3.49,3.49,3.49,3.49
烧烤烤串,罗湖区,深圳,金壮园烤吧,东门立新花园B栋裙楼,,1,3.51,3.53,3.51,3.51
烧烤烤串,罗湖区,深圳,食店铺,东门街道立新社区人民北路凉果街2号大院5栋住宅楼5栋1层3号铺,,,3.51,3.53,3.51,3.51
其他美食,南山区,深圳,汉桂记,科技南十路与高新南四道交叉口南150米,,,,,,
其他美食,南山区,深圳,四季分享有机农场(生态园店),粤海街道沙河西路1819号深圳湾科技生态园5栋D座706室A座电梯上,,,,,,
其他美食,南山区,深圳,营养 蒸的好,南头红花路88号红花园3号,,1,3.48,3.48,3.48,3.49
其他美食,南山区,深圳,江西菜馆,月亮湾兴海肉类市场,,,3.48,3.48,3.48,3.49
其他美食,南山区,深圳,广东省餐饮服务从业人员健康证明指定单位,兴工路与工业八路交叉口西150米,,,3.48,3.48,3.48,3.49
其他美食,南山区,深圳,Coming soon,南海大道来福士29号,,,3.48,3.48,3.48,3.49
其他美食,南山区,深圳,黑土地老家菜馆(钻木取火烧烤),沙河街道沙河工业区24栋110-7,,,3.48,3.48,3.48,3.49
其他美食,南山区,深圳,鱼鲜味水产,深圳市南山区华侨城综合市场一楼海鲜林如贵店档,,,3.48,3.48,3.48,3.49
其他美食,南山区,深圳,蛋糕工厂,北环大道 北环科苑立交,,,3.48,3.48,3.48,3.49
其他美食,南山区,深圳,百味园餐饮(伟易达店),科技南路168号,,,3.48,3.48,3.48,3.49
其他美食,南山区,深圳,千里香荣记美食,向南路72号,,,3.48,3.48,3.48,3.49
其他美食,南山区,深圳,常德菜馆,丽康路天津灌汤包旁,,,3.48,3.48,3.48,3.49
其他美食,南山区,深圳,高州土猪,学府路155号,,1,3.51,3.51,3.51,3.51
其他美食,南山区,深圳,深圳市一顿饭餐饮管理有限公司,铜鼓路大冲商务中心D栋3楼,,,3.51,3.51,3.51,3.51
其他美食,南山区,深圳,徐其修(前海路店),前海路3226号,,,3.51,3.51,3.51,3.51
粤菜,南山区,深圳,文大广式烧腊(366大街店),同沙路新围村32栋102,3.86,25,49,3.85,3.86,3.94
粤菜,南山区,深圳,揭阳粿条汤,甲东街与红花路交叉口西南150米,3.73,10,16,3.69,3.62,3.64
粤菜,南山区,深圳,来只卤鹅,荔园路62号,3.82,47,42,3.8,3.73,3.8
粤菜,南山区,深圳,唐记烧鹅,学府东路厚德品园1楼商铺,3.53,30,90,3.68,3.51,3.48
粤菜,南山区,深圳,东城西就复合餐厅,高新南九道北京航空航天大厦1楼,3.77,80,38,3.83,4.22,4.05
粤菜,南山区,深圳,鲜赏湛江美食坊,中心路皇庭港湾104号铺,3.67,,18,3.7,3.61,3.65
粤菜,南山区,深圳,光明黎姨乳鸽(南山店),文心一路99号金钟大厦一楼,3.68,30,19,3.72,3.55,3.64
粤菜,南山区,深圳,陈记粿条,松坪街与群芳街交叉口西150米,3.54,,17,3.53,3.53,3.55
粤菜,南山区,深圳,海鲜大排档,东滨路阳光科创中心A座22楼,3.52,,1,3.55,3.52,3.52
粤菜,南山区,深圳,壹品顶香卤鹅(招商路店),招商路27-29号,3.83,29,19,3.81,3.78,3.89
粤菜,南山区,深圳,客家风味名食,麒麟花园夏轩楼1楼临街,3.63,47,63,3.54,3.48,3.52
粤菜,南山区,深圳,陈记烧腊(创维半导体大厦店),粤海街道高新南四路创维半导体设计大厦负一楼津味园B1铺,3.56,,15,3.53,3.52,3.51
粤菜,南山区,深圳,花梦间餐厅,后海大道1010-1号，花梦间酒店内,3.7,,19,3.68,3.75,3.72
粤菜,南山区,深圳,火华烧腊坊,南山大道南油亿利达大厦1092号,3.61,,1,3.61,3.61,3.61
粤菜,南山区,深圳,云餐厅,前海深港合作区前湾一路63号,3.58,57,21,3.66,3.58,3.6
粤菜,福田区,深圳,卤潮潮汕鹅肉饭(食代馆深业上城店),华富街道彩田路深业上城购物中心L1楼食代馆美食广场S3铺,3.51,34,46,3.52,3.57,3.53
粤菜,福田区,深圳,濠江春牛肉店,景田南路1号锦文阁1楼,3.63,88,261,3.85,3.46,3.51
粤菜,福田区,深圳,渔米轩(皇岗店),福强路南光名仕苑一楼,3.97,106,475,4.18,4.1,3.94
粤菜,福田区,深圳,春记新亨粿条汤(上沙店),上沙椰树路十二巷1-1号,3.79,22,18,3.79,3.67,3.74
粤菜,福田区,深圳,金冠烧腊,红荔西路香蜜三村2栋105号铺,3.77,18,21,3.78,3.72,3.77
粤菜,福田区,深圳,壹只卤鹅(车公庙店),泰然八路18号安华小区4栋厂房一层东,3.73,48,123,3.79,3.69,3.67
粤菜,福田区,深圳,潮记莲藕汤(下沙店),祠堂后街下沙村四坊12号103,3.83,18,38,3.85,3.71,3.76
粤菜,福田区,深圳,邱山潮汕砂锅粥,梅村路上梅林新村15栋101,3.76,77,117,3.87,3.44,3.72
粤菜,福田区,深圳,品味源烧鹅,中航路42-26,3.75,,5,3.68,3.58,3.68
粤菜,福田区,深圳,平记白塔牛肉粿条汤(红桂路店),红桂路2108-1号,4.21,24,100,4.36,3.62,3.85
粤菜,福田区,深圳,东江酒楼,下沙东头村8栋1楼1号,3.62,103,125,3.78,3.58,3.63
粤菜,福田区,深圳,孖寳茶餐厅(上梅林店),梅林街道梅亭社区中康路8号雕塑家园107,4.11,40,316,4.11,4.31,4.07
粤菜,福田区,深圳,新记潮汕大排档,兰天路15号,3.6,35,17,3.56,3.43,3.56
粤菜,福田区,深圳,潮点,南园路城市广场·深圳L111-112,3.84,67,122,3.82,3.75,3.85
粤菜,福田区,深圳,金龙腾酒楼,红荔西路莲花二村莲花大厦1楼,4.05,87,802,4.01,3.98,3.94
烤肉,宝安区,深圳,春园烧烤,黄麻布南区九巷龙强住宿旁,3,,,,,
烤肉,宝安区,深圳,天天烤吧,福海街道桥头社区桥荣一区29号102,3.49,,1,3.49,3.49,3.49
烤肉,宝安区,深圳,韩都烤肉店,石岩街道塘头大道石岩物流园1期旁,3.49,,,3.49,3.49,3.49
烤肉,宝安区,深圳,福记烧烤,沙井镇和二二路傲世至尊网吧对面,3.49,,,3.49,3.49,3.49
烤肉,宝安区,深圳,胖哥烧烤(福永店),和平社区同富路12-2号,3.49,,,3.49,3.49,3.49
川菜,龙岗区,深圳,重庆特色川菜馆,横岗街道六约社区牛始埔得宜一街53号,3.66,30,7,3.66,3.63,3.66
川菜,龙岗区,深圳,巴蜀鱼酷无刺烤鱼,布吉西环路信达美食广场C11号,3.66,,,3.66,3.63,3.66
川菜,龙岗区,深圳,重庆川菜馆,六联社区宝珠路26号,3.51,,1,3.51,3.51,3.51
川菜,龙岗区,深圳,愿者上钩(宝龙一路店),宝龙一路27-14号对面,3.51,,,3.51,3.51,3.51
川菜,龙岗区,深圳,乌江鱼,莲花路77号,3.51,,,3.51,3.51,3.51
川菜,龙岗区,深圳,重庆诸葛烤活鱼,龙城街道吉祥社区岗树八巷5号101,3.68,,9,3.66,3.66,3.69
川菜,龙岗区,深圳,一品鱼釜(坂田店),坂雪岗大道金都商务大厦一品鱼釜,3.55,,6,3.58,3.54,3.57
川菜,龙岗区,深圳,食汇烤鱼,坂雪岗大道4206号,3,,,3.58,3.54,3.57
川菜,龙岗区,深圳,川湘风情(天安云谷店),雪岗北路2018号天安云谷3栋C座1层美食汇,3.48,,3,3.48,3.49,3.48
川菜,龙岗区,深圳,重庆江湖味道(龙岗店),龙城街道盛龙花园1栋102商铺,3.6,,2,3.57,3.5,3.52
川菜,龙岗区,深圳,曦和轩家常菜馆,龙城街道盛平社区松子岭三巷14号101,3.54,,1,3.59,3.48,3.54
川菜,龙岗区,深圳,荆州锅盔,长发西路23-3号,3.32,,1,3.32,3.4,3.4
川菜,龙岗区,深圳,鸡煲王,独竹街中源大药房西60米,3.54,,2,3.54,3.54,3.54
川菜,龙岗区,深圳,重庆片片鱼,布吉街道新兴街3号3-1号,3.63,,5,3.6,3.58,3.6
川菜,龙岗区,深圳,虾点·川湘水煮(大鹏店),大鹏街道社区迎宾路147149151153155号鹏新西路157,3.63,,,3.6,3.58,3.6
川菜,福田区,深圳,贡鱼烤全鱼,华强北街道华新地铁站时尚商场负一层D20铺,3.35,92,51,3.46,3.42,3.42
川菜,福田区,深圳,聚缘鱼,园岭街道上林社区八卦九街八卦岭宿舍区39栋109,3.59,,6,3.59,3.59,3.59
川菜,福田区,深圳,小陈记麻辣香锅,振华路华强北路2006号,3,,,3.59,3.59,3.59
川菜,福田区,深圳,川上品,福田CBD福中三路,3.53,,1,3.53,3.53,3.53
川菜,福田区,深圳,蜀留香(蔡屋围店),桂园街道京基一百大厦D座（蔡屋围金龙大厦）7楼08单元,3.53,,,3.53,3.53,3.53
川菜,福田区,深圳,正宗川味鸡煲店,沙头街道上沙社区上沙东村9巷4号A栋102号,3.49,,1,3.49,3.49,3.49
川菜,福田区,深圳,食客麻辣香锅,沙头街道福荣路上沙东村二十巷5-3,3.48,,1,3.48,3.48,3.48
川菜,福田区,深圳,鱼君记酸菜鱼,泥岗西路万年青大厦106-1铺,3.55,,4,3.55,3.55,3.55
川菜,福田区,深圳,正宗鱼好鲜酸菜鱼,沙头街道新洲社区新洲北村119号101,3.58,,2,3.57,3.57,3.57
川菜,福田区,深圳,鱼头鸡煲,沙头街道下沙社区下沙村五坊8号105,3.54,,1,3.54,3.54,3.54
川菜,福田区,深圳,重庆老万烧烤烤鱼(水围店),侨香街道侨香三路26号,3.54,,,3.54,3.54,3.54
川菜,福田区,深圳,呷一箪·酸菜鱼,梅林街道梅亭社区凯丰路8号凯丰花园3栋104,3.81,37,19,3.81,3.88,3.82
川菜,福田区,深圳,市井烤鱼,福田街道福华路岗厦社区岗厦村东五坊33-1号104,3.81,,,3.81,3.88,3.82
川菜,福田区,深圳,川号子,石厦路石厦东村112栋一楼,3,95,,3.81,3.88,3.82
川菜,福田区,深圳,五桥湖南小碗菜(车公庙店),下沙四坊3号103,3.59,,5,3.54,3.54,3.57
食品保健,南山区,深圳,御品香(科技园店),科技园科技中一路8号,3.53,,1,3.51,3.51,3.51
食品保健,南山区,深圳,诚如海商行,蛇口老街4号,3.53,,,3.51,3.51,3.51
食品保健,南山区,深圳,东洋粮油批发,学府路161-1号,3.53,,,3.51,3.51,3.51
食品保健,南山区,深圳,客家特产,南山南光路南苑新村东区01-03栋一层3号,3.53,,,3.51,3.51,3.51
食品保健,南山区,深圳,创新意电动工具商行,珠光路246-1号,3.53,,,3.51,3.51,3.51
食品保健,南山区,深圳,君和农场五谷磨坊,南商路89-16,3.53,,,3.51,3.51,3.51
食品保健,南山区,深圳,百大杂货商行,近海路工贸佳园旁,3.53,,,3.51,3.51,3.51
食品保健,南山区,深圳,亮华客家特产,南水路62-1号,3.53,,,3.51,3.51,3.51
食品保健,南山区,深圳,共兴富贵粮油,南山大道南山农批市场内,3.53,,,3.51,3.51,3.51
食品保健,南山区,深圳,星胜粮油批发,丽康路与沙河西路交叉口东150米,3.53,,,3.51,3.51,3.51
食品保健,南山区,深圳,醉乐轩商行,龙珠七路38号,3.53,,1,3.53,3.53,3.53
食品保健,南山区,深圳,零食饮料贩卖机,沙河街道深圳湾地铁站c口,3.53,,,3.53,3.53,3.53
食品保健,南山区,深圳,果香情缘(南园店),南山街道南园村东街,3.53,,,3.53,3.53,3.53
食品保健,南山区,深圳,金驼红枣批发,东滨路3103号,3.53,,,3.53,3.53,3.53
食品保健,南山区,深圳,百里香副食店,近海路104号,3.53,,,3.53,3.53,3.53
食品保健,福田区,深圳,有机方舟,景田路105号天健时尚新天地1楼,3.53,,6,3.54,3.5,3.53
食品保健,福田区,深圳,通发粮油店,竹子林金众小区39栋侧,3.53,,,3.54,3.5,3.53
食品保健,福田区,深圳,深圳市优诺食品发展有限公司,燕南路5号豪宫大厦506,3.53,,,3.54,3.5,3.53
食品保健,福田区,深圳,易视眼网络摄像头专卖,赛格大厦7楼7233,3,,,3.54,3.5,3.53
食品保健,福田区,深圳,小资小味,丰盛町商业步行街负2层C2-023,3,,,3.54,3.5,3.53
食品保健,福田区,深圳,润宝商行,金地一路18-6号,3,,,3.54,3.5,3.53
食品保健,福田区,深圳,藏香阁,茶宫4楼,3,,,3.54,3.5,3.53
食品保健,福田区,深圳,三润粉面经销店,福祥街6号,3,,,3.54,3.5,3.53
食品保健,福田区,深圳,大红袍专家(时代广场店),金田路1008号时代广场1层,3,,,3.54,3.5,3.53
食品保健,福田区,深圳,粒栗皇,深南中路2037号,3.53,,1,3.53,3.53,3.53
食品保健,福田区,深圳,同泽参茸行,下梅林二街福田农产品批发市场有限公司E17号,3.53,,,3.53,3.53,3.53
食品保健,福田区,深圳,晨光牛奶(华强南路店),华强南路家友街市B-68号,3.48,,1,3.48,3.48,3.48
食品保健,福田区,深圳,文德丰食品商行(益田花园店),丹桂路与银桂道交叉口西北50米,3.48,,,3.48,3.48,3.48
食品保健,福田区,深圳,客家特产店,华新村24栋102号,3.48,,,3.48,3.48,3.48
食品保健,福田区,深圳,闰之号贸易(华强店),华强北路33号1栋,3.48,,,3.48,3.48,3.48
烧烤烤串,宝安区,深圳,美味虾见,育才路金岛科技园旁,3.58,,,3.58,3.58,3.58
川菜,南山区,深圳,e厨纸包鱼,南山街道南光城市花园1栋D座1楼11号铺,3.51,,,3.45,3.51,3.53
创意菜,宝安区,深圳,Timeli时光里音乐酒馆(沙井店),中心路,,,,,,
创意菜,宝安区,深圳,新老友纸包鱼(燕村店),燕罗街道北巷64号,,1,3.51,3.51,3.51,3.51
创意菜,宝安区,深圳,三味餐厅,榕树路35、45号,,,3.51,3.51,3.51,3.51
创意菜,宝安区,深圳,客乐餐厅,宝安区宝石西路37号,,,3.51,3.51,3.51,3.51
创意菜,宝安区,深圳,奋斗中80后主题餐厅,宝源南路,,,3.51,3.51,3.51,3.51
创意菜,宝安区,深圳,深圳市爱商天下网络有限公司,松岗镇东方社区257号,,,3.51,3.51,3.51,3.51
创意菜,宝安区,深圳,17饭了创意中国菜,埔边南街,,,3.57,3.53,3.56,3.61
创意菜,宝安区,深圳,麦子林艺术餐厅,蚝涌四路106号,,,3.57,3.53,3.56,3.61
创意菜,宝安区,深圳,闻香蛙七坊,石岩大道85号,,,3.57,3.53,3.56,3.61
创意菜,宝安区,深圳,同桌的蛙主题餐厅,石岩街道石龙社区石环路12号,,2,3.59,3.59,3.59,3.59
特色菜,罗湖区,深圳,蒸鸡世家,笋岗街道田心社区宝岗路田心村40号103档,,,,,,
特色菜,罗湖区,深圳,中国兰州拉面,深南东路3016北门,19,23,3.55,3.58,3.52,3.56
特色菜,罗湖区,深圳,当歌体验店.,深南东路5018号深圳大剧院东侧负一楼,,6,3.74,3.74,3.74,3.74
特色菜,罗湖区,深圳,沙拉爱中西餐厅,园岭街道园岭新村34栋1楼107C,,1,3.53,3.53,3.53,3.53
特色菜,罗湖区,深圳,上隐荷叶饭(蔡屋围店),桂园街道金塘街新十坊65号101,,13,3.63,3.64,3.52,3.64
特色菜,罗湖区,深圳,优味优厨,翠竹街道民新社区田贝一路62号龙屋4栋一单元102之二,,1,3.52,3.52,3.52,3.52
西北菜,宝安区,深圳,漢唐源,留仙二路庭威产业园1号楼112,3.89,,8,3.84,3.91,3.95
特色菜,罗湖区,深圳,川卤记麻辣鸡,南湖街道向西社区向西村西区49号102,,1,3.59,3.59,3.59,3.59
特色菜,罗湖区,深圳,桔子烤鱼片皮鸭餐厅,南湖街道向西路向西村东区28栋101,,,3.59,3.59,3.59,3.59
特色菜,罗湖区,深圳,嘉香美特色小吃店,东门街道2横街91号,,3,3.54,3.54,3.53,3.54
特色菜,罗湖区,深圳,SHEN LIN GUO,罗湖区乐园路85号,,,3,3.54,3.53,3.54
特色菜,罗湖区,深圳,中泰来大酒店·大堂吧,解放路永新街57号中泰来大酒店内,27,90,3.77,3.66,3.77,3.8
西北菜,宝安区,深圳,汉中小吃(盐田夜市街店),盐田夜市街158-2号铺,3.58,10,27,3.54,3.58,3.64
西北菜,宝安区,深圳,秦味坊,福海街道大洋路58号大洋花园公交站牌后,3.78,,10,3.78,3.71,3.78
西北菜,宝安区,深圳,河州坊牛肉面(大洋路店),福海街道大洋社区大洋路56号,3.52,,7,3.58,3.52,3.58
西北菜,宝安区,深圳,老陕西,龙华新区龙华街道建设路美丽家园南区商铺104,3.52,,,3.58,3.52,3.58
西北菜,宝安区,深圳,内蒙古荞面饸饹馆,机场东下十围东兴综合楼B13店铺,3.51,,1,3.51,3.51,3.51
特色菜,罗湖区,深圳,玉祥小食店,泥岗东路雅仕居商铺7号,,4,3.69,3.69,3.63,3.69
特色菜,罗湖区,深圳,新都酒店·春风餐吧,春风路4001号,,,3.69,3.69,3.63,3.69
特色菜,罗湖区,深圳,阿叶餐馆,罗沙路2号,,,3.69,3.69,3.63,3.69
特色菜,罗湖区,深圳,68便利店,湖贝新村68号1楼B,,,3.69,3.69,3.63,3.69
西北菜,宝安区,深圳,执味温记饸饹面馆,京基百纳453铺,3.47,35,2,3.48,3.51,3.48
西北菜,宝安区,深圳,大西北,裕民路211-213号,3.51,30,1,3.51,3.51,3.51
西北菜,宝安区,深圳,秦汉缘品陕西(兴围店),福永街道兴围社区兴业一路78号,3.68,,1,3.68,3.47,3.58
西北菜,宝安区,深圳,爱尚草原,石岩街道塘头又一村15栋203号,3.6,,5,3.6,3.51,3.54
西北菜,宝安区,深圳,刘记陕西风味,浪心社区浪心西村天源路28号,3.28,14,9,3.26,3.38,3.44
西北菜,宝安区,深圳,陕北人家,新桥街道上南大街111号第三栋04号,3,,,3.26,3.38,3.44
西北菜,宝安区,深圳,西兮城(松岗天虹店),松岗街道松涛社区宝利豪庭101及401,3.65,,4,3.65,3.65,3.65
西北菜,宝安区,深圳,春天里鲜肉坊,海城路210号,3.65,,,3.65,3.65,3.65
西北菜,宝安区,深圳,西北面馆,德芳路36-1号,3.75,,6,3.75,3.64,3.69
本帮江浙菜,龙岗区,深圳,至樽牛香牛杂火锅(浪尾店),坪山区浪尾村浪尾路81-2号,,,,,,
粤菜,龙岗区,深圳,香蜜轩(龙岗天安店),黄阁北路447号天安数码新城一楼,4.5,88,563,4.36,4.72,4.56
本帮江浙菜,龙岗区,深圳,小沈家土菜馆,平湖镇华南城舌尖美食休闲广场2楼53-55号,,,,,,
本帮江浙菜,龙岗区,深圳,香梅茶社(坂田店),坂雪岗大道4010号A栋2楼,,1,3.48,3.48,3.48,3.48
本帮江浙菜,龙岗区,深圳,老蔡饭店,育贤路15号,,2,3.53,3.57,3.57,3.57
本帮江浙菜,龙岗区,深圳,利金城职工食堂,泰山路与百利路交叉口西南100米,,1,3.49,3.49,3.49,3.49
本帮江浙菜,龙岗区,深圳,信阳饭店,低山中路61号附近,,,3.49,3.49,3.49,3.49
粤菜,龙岗区,深圳,八道·本地特色菜馆(大鹏所城东门店),大鹏所城东门口9号,4.02,92,80,3.92,4.63,4.39
粤菜,龙岗区,深圳,渔米粥(龙岗店),吉祥路中心城10号吉祥来花园1栋2层商场及商铺D01、D08、D12、D13、D14,4.25,103,388,4.44,4.57,4.05
粤菜,龙岗区,深圳,天玺海鲜酒家,居里夫人大街坂田天安云谷3栋B座3楼,4.27,122,292,4.28,4.86,4.14
粤菜,龙岗区,深圳,珠江皇冠假日酒店-富临轩中餐厅,龙翔大道9009号珠江皇冠假日酒店5楼,4.52,124,245,4.56,4.79,4.4
粤菜,龙岗区,深圳,隐秀山居酒店●荣粤酒家(宝荷路店),宝荷路正中高尔夫球会,4.62,238,337,4.57,4.91,4.66
本帮江浙菜,龙岗区,深圳,香油鸡饭店,龙岗街道龙新社区兴东大街73号,,3,3.51,3.51,3.51,3.51
本帮江浙菜,龙岗区,深圳,猪肚鸡·鸭·粥,平湖街道辅城坳社区辅岐路156号至158号,,,3.51,3.51,3.51,3.51
本帮江浙菜,龙岗区,深圳,波记隆江饭店,向银路46号,,,3,3.51,3.51,3.51
本帮江浙菜,龙岗区,深圳,爱晚亭,金沙路与王母立交桥交叉口西150米,,,3,3.51,3.51,3.51
本帮江浙菜,龙岗区,深圳,膳庭乐坊(龙岗欢城店),龙岗大道欢城广场1F-015号,37,4,3.47,3.47,3.47,3.46
粤菜,龙岗区,深圳,巴马小屋,坂田街道伯公坳路1号华昱机构大院一楼,4.69,98,852,4.66,4.86,4.69
粤菜,龙岗区,深圳,吉兴食馆,布吉街道葵德大厦一楼,3.68,,3,3.56,3.56,3.51
粤菜,龙岗区,深圳,圣丰城酒家(横岗麟恒店),横岗街道麟恒中心广场二期二楼234A-234C,3.94,109,334,4.1,4.54,3.93
粤菜,龙岗区,深圳,紫金八刀汤,怡丰路19-4号,3.84,35,25,3.82,3.72,3.77
粤菜,龙岗区,深圳,红屋全海景餐厅,杨梅坑98号逸海湾海景宾馆内,3.76,140,160,3.74,4.07,3.75
粤菜,龙岗区,深圳,常回家(坂田店),居里夫人大道与隆平路交口新天下工业城1楼1101,4.54,71,864,4.56,4.67,4.34
本帮江浙菜,龙岗区,深圳,谭府小菜,百鸽路百合酒店大堂一楼,,,3.47,3.47,3.47,3.46
本帮江浙菜,龙岗区,深圳,奇味轩饭店(大东城店),坪山街道万科金域缇香二期142号商铺,,1,3.48,3.49,3.49,3.49
本帮江浙菜,龙岗区,深圳,信誉饭店,发展路62号,,1,3.18,3.18,3.19,3.2
本帮江浙菜,龙岗区,深圳,燕鹏公社(万国城店),南湾街道平吉大道金科路8号金积嘉科技园A栋A05,,8,3.39,3.42,3.35,3.44
粤菜,龙岗区,深圳,潮汕喜鹅饭店(布吉万象汇店),布吉街道翔鸽路2号布吉万象汇L2层L203号,4.42,86,1272,4.64,4.6,4.6
粤菜,龙岗区,深圳,冠峰园茶楼,布吉镇新乐路66号源丰酒店,4.1,64,232,4.38,4.23,4.04
粤菜,龙岗区,深圳,泉中泉客家菜馆(布吉店),乐民路49-2号,3.74,73,31,3.8,3.77,3.79
私房菜,罗湖区,深圳,弘毅堂私厨,罗湖区太白路3038-13号,3.67,,1,3.67,3.5,3.65
私房菜,罗湖区,深圳,鴨頭Feel,翠竹路化工大厦东座北面首层007B,3.61,99,25,3.62,3.79,3.75
私房菜,罗湖区,深圳,阿牛私房菜,怡景路1009号,3.62,,,3.63,3.63,3.62
私房菜,罗湖区,深圳,品味居私房菜,巴登村148栋103,3.59,,5,3.59,3.6,3.6
私房菜,罗湖区,深圳,乐和轩私房菜,金湖路14号,3.59,80,4,3.57,3.5,3.53
私房菜,罗湖区,深圳,九号公馆,爱国路怡景花园牡丹j径9号,3.59,,,3.57,3.5,3.53
特色菜,福田区,深圳,一开斋,梅林街道梅亭社区梅华路6号华安园梅华路6-1号华安园119、120商铺,3.74,,,3.73,3.76,3.77
特色菜,福田区,深圳,金湯鋪炖湯世家,福田街道岗厦社区岗厦村东三坊133号102,3,,,3.73,3.76,3.77
特色菜,福田区,深圳,猫员外精酿啤酒馆,福祥街88-1号,3.73,,,3.68,3.64,3.7
特色菜,福田区,深圳,SEASON,沙头街道京基百纳,3.5,,,3.68,3.64,3.7
特色菜,福田区,深圳,中傑補品,华强北中航路,3.48,,1,3.48,3.48,3.48
特色菜,福田区,深圳,家园会所,深南大道6031号杭钢富春商务大厦5楼,3.62,,2,3.62,3.62,3.62
特色菜,福田区,深圳,唯真轩,益田路3031号南方国际广场D座1405-06号,3.57,,1,3.57,3.57,3.57
私房菜,龙岗区,深圳,拾柒·墅,莲花路莲花山庄五村57号,3.82,,12,3.8,3.87,3.88
私房菜,龙岗区,深圳,品味轩私房菜馆(宝福店),平吉大道下李朗国际珠宝城宝亨达国际大酒店2-3楼,3.48,148,63,3.59,3.64,3.53
私房菜,龙岗区,深圳,龙泉四季饮食(龙泉别墅店),南湾街道龙岗大道龙泉别墅12区A2栋101,3.79,173,21,3.78,3.84,3.85
私房菜,龙岗区,深圳,主厨私房菜,南澳街道新大社区大岭吓86号,3.69,,19,3.7,3.68,3.69
私房菜,龙岗区,深圳,乾园茶文化交流中心,我的酒店二楼,3.69,,,3.7,3.68,3.69
